area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,Honolulu,,Honolulu Botanical Gardens,,,,21°19′00″N 157°51′33″W ﻿ / ﻿ 21.31667°N 157.85917°W ﻿ / 21.31667; -157.85917,United States,,Foster Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Foster_Botanical_Garden
,Captain Cook,,Bishop Museum,,,,19°29′29″N 155°54′43″W ﻿ / ﻿ 19.49139°N 155.91194°W ﻿ / 19.49139; -155.91194,United States,,Amy B. H. Greenwell Ethnobotanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Amy_B._H._Greenwell_Ethnobotanical_Garden
,Pāpa'ikou,,,,,,19°48′38″N 155°5′45″W ﻿ / ﻿ 19.81056°N 155.09583°W ﻿ / 19.81056; -155.09583,United States,,Hawaii Tropical Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Hawaii_Tropical_Botanical_Garden
,Kea'au,,,,,,19°36′20″N 154°57′13″W ﻿ / ﻿ 19.60556°N 154.95361°W ﻿ / 19.60556; -154.95361,United States,,Hi'iaka's Healing Herb Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,
,Kāne'ohe,,Honolulu Botanical Gardens,,,,21°23′16″N 157°48′29″W ﻿ / ﻿ 21.38778°N 157.80806°W ﻿ / 21.38778; -157.80806,United States,,Hoʻomaluhia Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Ho%CA%BBomaluhia_Botanical_Garden
,Maui,,National Tropical Botanical Garden,,,,20°47′57″N 156°2′18″W ﻿ / ﻿ 20.79917°N 156.03833°W ﻿ / 20.79917; -156.03833,United States,,Kahanu Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Kahanu_Garden
,Hāna,,,,,,20°47′43″N 156°01′56″W ﻿ / ﻿ 20.79528°N 156.03222°W ﻿ / 20.79528; -156.03222,United States,,Kaia Ranch Tropical Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Kaia_Ranch_Tropical_Botanical_Gardens
,Hawaii (island),,,,,,20°2′19″N 155°26′20″W ﻿ / ﻿ 20.03861°N 155.43889°W ﻿ / 20.03861; -155.43889,United States,,Kalopa State Recreation Area,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Kalopa_State_Recreation_Area
,Honolulu,,Kapiʻolani Community College,,,,21°16′10.91″N 157°48′4.51″W ﻿ / ﻿ 21.2696972°N 157.8012528°W ﻿ / 21.2696972; -157.8012528,United States,,Kapiʻolani Community College Cactus Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Kapi%CA%BBolani_Community_College_Cactus_Garden
,Maui,,,,,,20°51′17.11″N 156°9′1.34″W ﻿ / ﻿ 20.8547528°N 156.1503722°W ﻿ / 20.8547528; -156.1503722,United States,,Keʻanae Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Ke%CA%BBanae_Arboretum
,Oahu,,Honolulu Botanical Gardens,,,,21°17′12.84″N 157°40′51.6″W ﻿ / ﻿ 21.2869000°N 157.681000°W ﻿ / 21.2869000; -157.681000,United States,,Koko Crater Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Koko_Crater_Botanical_Garden
,Maui,,,,,,20°47′31.92″N 156°19′37.2″W ﻿ / ﻿ 20.7922000°N 156.327000°W ﻿ / 20.7922000; -156.327000,United States,,Kula Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Kula_Botanical_Garden
,Honolulu,,Honolulu Botanical Gardens,,,,21°19′0″N 157°51′0″W ﻿ / ﻿ 21.31667°N 157.85000°W ﻿ / 21.31667; -157.85000,United States,,Liliuokalani Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Liliuokalani_Botanical_Garden
,Hilo,,,,,,19°43′36″N 155°4′6″W ﻿ / ﻿ 19.72667°N 155.06833°W ﻿ / 19.72667; -155.06833,United States,,Liliuokalani Park and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Liliuokalani_Park_and_Gardens
,Kauai,,National Tropical Botanical Garden,,,,22°13′13″N 159°34′33″W ﻿ / ﻿ 22.22028°N 159.57583°W ﻿ / 22.22028; -159.57583,United States,,Limahuli Garden and Preserve,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Limahuli_Garden_and_Preserve
,Honolulu,,,,,,21°19′58.64″N 157°48′5.82″W ﻿ / ﻿ 21.3329556°N 157.8016167°W ﻿ / 21.3329556; -157.8016167,United States,,Lyon Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Lyon_Arboretum
,Hawaii (island),,,,,,19°6′33″N 155°49′33″W ﻿ / ﻿ 19.10917°N 155.82583°W ﻿ / 19.10917; -155.82583,United States,,Manuka State Wayside Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Manuka_State_Wayside_Park
,Kahului,,,,,,20°53′35.16″N 156°29′9.6″W ﻿ / ﻿ 20.8931000°N 156.486000°W ﻿ / 20.8931000; -156.486000,United States,,Maui Nui Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Maui_Nui_Botanical_Gardens
,Kauai,,National Tropical Botanical Garden,,,,21°52′57.46″N 159°28′34.79″W ﻿ / ﻿ 21.8826278°N 159.4763306°W ﻿ / 21.8826278; -159.4763306,United States,,McBryde Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/McBryde_Garden
,Kauai,,,,,,21°52′38″N 159°27′39″W ﻿ / ﻿ 21.87722°N 159.46083°W ﻿ / 21.87722; -159.46083,United States,,Moir Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Moir_Gardens
,Kauai,,,,,,22°12′40.32″N 159°22′53.76″W ﻿ / ﻿ 22.2112000°N 159.3816000°W ﻿ / 22.2112000; -159.3816000,United States,,Na ʻĀina Kai Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Na_%CA%BB%C4%80ina_Kai_Botanical_Gardens
,Hilo,,,,,,19°40′20″N 155°3′17″W ﻿ / ﻿ 19.67222°N 155.05472°W ﻿ / 19.67222; -155.05472,United States,,Nani Mau Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Nani_Mau_Gardens
,Kauai,,,,,,21°57′35″N 159°31′01″W ﻿ / ﻿ 21.95972°N 159.51694°W ﻿ / 21.95972; -159.51694,United States,,Olu Pua Botanical Garden and Plantation,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,
,Princeville,,,,,,22°12′0″N 159°27′15.48″W ﻿ / ﻿ 22.20000°N 159.4543000°W ﻿ / 22.20000; -159.4543000,United States,,Princeville Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Princeville_Botanical_Gardens
,Kawaihae,,,,,,20°4′15.6″N 155°50′38.76″W ﻿ / ﻿ 20.071000°N 155.8441000°W ﻿ / 20.071000; -155.8441000,United States,,Pua Mau Place Arboretum and Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Pua_Mau_Place_Arboretum_and_Botanical_Garden
,Kailua-Kona,,,,,,19°36′49.5″N 155°58′6″W ﻿ / ﻿ 19.613750°N 155.96833°W ﻿ / 19.613750; -155.96833,United States,,Sadie Seymour Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Sadie_Seymour_Botanical_Gardens
,Maui,,,,,,20°56′4.26″N 156°15′53.45″W ﻿ / ﻿ 20.9345167°N 156.2648472°W ﻿ / 20.9345167; -156.2648472,United States,,Spirit of Aloha Oceanfront Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Spirit_of_Aloha_Oceanfront_Botanical_Garden
,Wailuku,,,,,,20°52′58.73″N 156°31′3.22″W ﻿ / ﻿ 20.8829806°N 156.5175611°W ﻿ / 20.8829806; -156.5175611,United States,,Tropical Gardens of Maui,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Tropical_Gardens_of_Maui
,Hilo,,University of Hawaii at Hilo,,,,19°41′59″N 155°04′54″W ﻿ / ﻿ 19.69972°N 155.08167°W ﻿ / 19.69972; -155.08167,United States,,University of Hawaii at Hilo Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/University_of_Hawaii_at_Hilo_Botanical_Gardens
,Wahiawa,,Honolulu Botanical Gardens,,,,21°30′08″N 158°01′05″W ﻿ / ﻿ 21.50222°N 158.01806°W ﻿ / 21.50222; -158.01806,United States,,Wahiawa Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Wahiawa_Botanical_Garden
,Haleiwa,,,,,,21°38′02″N 158°03′06″W ﻿ / ﻿ 21.63389°N 158.05167°W ﻿ / 21.63389; -158.05167,United States,,Waimea Valley,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/Waimea_Valley
,Hilo,,,,,,19°54′13.7052″N 155°8′11.9076″W ﻿ / ﻿ 19.903807000°N 155.136641000°W ﻿ / 19.903807000; -155.136641000,United States,,World Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Hawaii,Hawaii,https://en.wikipedia.org/wiki/World_Botanical_Gardens
,Eagle,,,,,,,United States,,Arboretum Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Idaho,Idaho,https://en.wikipedia.org/wiki/Arboretum_Park
,Boise,,,,,,,United States,,Idaho Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Idaho,Idaho,https://en.wikipedia.org/wiki/Idaho_Botanical_Garden
,Pocatello,,Idaho State University,,,,,United States,,Idaho State Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Idaho,Idaho,https://en.wikipedia.org/wiki/Idaho_State_Arboretum
,Ketchum,,,,,,,United States,,Sawtooth Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Idaho,Idaho,https://en.wikipedia.org/wiki/Sawtooth_Botanical_Garden
,Moscow,,University of Idaho,,,,,United States,,University of Idaho Arboretum and Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Idaho,Idaho,https://en.wikipedia.org/wiki/University_of_Idaho_Arboretum_and_Botanical_Garden
,Rockford,,,,,,42°17′21.12″N 89°3′29.16″W ﻿ / ﻿ 42.2892000°N 89.0581000°W ﻿ / 42.2892000; -89.0581000,United States,,Anderson Japanese Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Anderson_Japanese_Gardens
,Bethalto,,,,,,38°54′45″N 90°02′00″W ﻿ / ﻿ 38.9126°N 90.0332°W ﻿ / 38.9126; -90.0332,United States,,Bethalto Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Wheaton,,,,,,41°51′17″N 88°09′21″W ﻿ / ﻿ 41.85472°N 88.15583°W ﻿ / 41.85472; -88.15583,United States,,Cantigny,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Cantigny
,Vernon Hills,,,,,,42°14′49.81″N 87°57′42.58″W ﻿ / ﻿ 42.2471694°N 87.9618278°W ﻿ / 42.2471694; -87.9618278,United States,,Century Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Glencoe,,,,,,42°8′54″N 87°47′24″W ﻿ / ﻿ 42.14833°N 87.79000°W ﻿ / 42.14833; -87.79000,United States,,Chicago Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Chicago_Botanic_Garden
,Downers Grove,,,,,,41°48′24.78″N 88°2′41.78″W ﻿ / ﻿ 41.8068833°N 88.0449389°W ﻿ / 41.8068833; -88.0449389,United States,,Downers Grove Park District,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Elmhurst,,,,,,41°53′45.38″N 87°56′41.4″W ﻿ / ﻿ 41.8959389°N 87.944833°W ﻿ / 41.8959389; -87.944833,United States,,The Elmhurst Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Evanston,,Evanston Township High School,,,,42°2′47.61″N 87°42′2.44″W ﻿ / ﻿ 42.0465583°N 87.7006778°W ﻿ / 42.0465583; -87.7006778,United States,,Evanston Township High School Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Normal,,Illinois State University,,,,40°30′38.88″N 88°59′36.6″W ﻿ / ﻿ 40.5108000°N 88.993500°W ﻿ / 40.5108000; -88.993500,United States,,Fell Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Fell_Arboretum
,Edwardsville,,Southern Illinois University,,,,38°48′32″N 89°59′34″W ﻿ / ﻿ 38.80889°N 89.99278°W ﻿ / 38.80889; -89.99278,United States,,The Gardens at SIUE,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/The_Gardens_at_SIUE
,Chicago,,,,,,41°53′11″N 87°43′2″W ﻿ / ﻿ 41.88639°N 87.71722°W ﻿ / 41.88639; -87.71722,United States,,Garfield Park Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Garfield_Park_Conservatory
,Hazel Crest,,,,,,41°34′45.15″N 87°40′44.59″W ﻿ / ﻿ 41.5792083°N 87.6790528°W ﻿ / 41.5792083; -87.6790528,United States,,Hazel Crest Openlands,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Rockford,,Midway Village Museum,,,,42°16′47″N 88°59′10″W ﻿ / ﻿ 42.27972°N 88.98611°W ﻿ / 42.27972; -88.98611,United States,,Heritage Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Centralia,,Kaskaskia College,,,,38°33′45″N 89°11′34″W ﻿ / ﻿ 38.56250°N 89.19278°W ﻿ / 38.56250; -89.19278,United States,,Kaskaskia College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,East Peoria,,Illinois Central College,,,,40°42′37.11″N 89°30′59.45″W ﻿ / ﻿ 40.7103083°N 89.5165139°W ﻿ / 40.7103083; -89.5165139,United States,,Illinois Central College Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Bloomington,,Illinois Wesleyan University,,,,40°29′24.72″N 88°59′38.2″W ﻿ / ﻿ 40.4902000°N 88.993944°W ﻿ / 40.4902000; -88.993944,United States,,Illinois Wesleyan University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Rockford,,,,,,42°14′40.56″N 89°6′44.64″W ﻿ / ﻿ 42.2446000°N 89.1124000°W ﻿ / 42.2446000; -89.1124000,United States,,Klehm Arboretum and Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Klehm_Arboretum_and_Botanic_Garden
,Lake Zurich,,,,,,42°12′18.29″N 88°5′49.52″W ﻿ / ﻿ 42.2050806°N 88.0970889°W ﻿ / 42.2050806; -88.0970889,United States,,Kuechmann Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Rockford,,,,,,42°17′36.0″N 89°02′06.6″W ﻿ / ﻿ 42.293333°N 89.035167°W ﻿ / 42.293333; -89.035167,United States,,La Paloma Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Evanston,,,,,,42°3′24.48″N 87°42′2.16″W ﻿ / ﻿ 42.0568000°N 87.7006000°W ﻿ / 42.0568000; -87.7006000,United States,,Ladd Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Ladd_Arboretum
,Godfrey,,Lewis and Clark Community College,,,,38°56′58.53″N 90°11′26.21″W ﻿ / ﻿ 38.9495917°N 90.1906139°W ﻿ / 38.9495917; -90.1906139,United States,,Lewis and Clark Community College,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Lombard,,,,,,41°53′6.72″N 88°1′13.8″W ﻿ / ﻿ 41.8852000°N 88.020500°W ﻿ / 41.8852000; -88.020500,United States,,Lilacia Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Lilacia_Park
,Springfield,,,,,,39°41′50″N 89°35′50″W ﻿ / ﻿ 39.69722°N 89.59722°W ﻿ / 39.69722; -89.59722,United States,,Abraham Lincoln Memorial Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Abraham_Lincoln_Memorial_Garden
,Chicago,,,,,,41°55′26.4″N 87°38′7.08″W ﻿ / ﻿ 41.924000°N 87.6353000°W ﻿ / 41.924000; -87.6353000,United States,,Lincoln Park Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Lincoln_Park_Conservatory
,Rock Island,,,,,,41°29′42.36″N 90°34′27.48″W ﻿ / ﻿ 41.4951000°N 90.5743000°W ﻿ / 41.4951000; -90.5743000,United States,,Longview Park Conservatory and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Longview_Park_Conservatory_and_Gardens
,Peoria,,,,,,40°43′3.36″N 89°34′30.36″W ﻿ / ﻿ 40.7176000°N 89.5751000°W ﻿ / 40.7176000; -89.5751000,United States,,George L. Luthy Memorial Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/George_L._Luthy_Memorial_Botanical_Garden
,Mahomet,,,,,,40°12′13.68″N 88°23′39.48″W ﻿ / ﻿ 40.2038000°N 88.3943000°W ﻿ / 40.2038000; -88.3943000,United States,,Mabery Gelvin Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Mabery_Gelvin_Botanical_Garden
,Carbondale,,Southern Illinois University,,,,37°41′57.2″N 89°12′35.3″W ﻿ / ﻿ 37.699222°N 89.209806°W ﻿ / 37.699222; -89.209806,United States,,Marberry Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Palos Hills,,Moraine Valley Community College,,,,41°41′30.29″N 87°50′11.9″W ﻿ / ﻿ 41.6917472°N 87.836639°W ﻿ / 41.6917472; -87.836639,United States,,Moraine Valley Community College,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Lisle,,,,,,41°48′58″N 88°04′13″W ﻿ / ﻿ 41.81611°N 88.07028°W ﻿ / 41.81611; -88.07028,United States,,Morton Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Morton_Arboretum
,Rockford,,,,,,42°16′55.3″N 89°04′17.4″W ﻿ / ﻿ 42.282028°N 89.071500°W ﻿ / 42.282028; -89.071500,United States,,Nicholas Conservatory & Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Naperville,,North Central College,,,,41°46′23.63″N 88°8′33.51″W ﻿ / ﻿ 41.7732306°N 88.1426417°W ﻿ / 41.7732306; -88.1426417,United States,,North Central College,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Oak Park,,,,,,41°52′17″N 87°47′22″W ﻿ / ﻿ 41.87139°N 87.78944°W ﻿ / 41.87139; -87.78944,United States,,Oak Park Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Oak_Park_Conservatory
,Freeport,,Highland Community College,,,,42°16′58.08″N 89°40′23.88″W ﻿ / ﻿ 42.2828000°N 89.6733000°W ﻿ / 42.2828000; -89.6733000,United States,,Don Opel Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Don_Opel_Arboretum
,Berwyn,,,,,,41°50′14.3″N 87°47′55.12″W ﻿ / ﻿ 41.837306°N 87.7986444°W ﻿ / 41.837306; -87.7986444,United States,,Proksa Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Rock Island,,,,,,41°30′35.28″N 90°33′51.12″W ﻿ / ﻿ 41.5098000°N 90.5642000°W ﻿ / 41.5098000; -90.5642000,United States,,Quad City Botanical Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Quad_City_Botanical_Center
,Rockford,,,,,,42°17′02.5″N 89°04′04.4″W ﻿ / ﻿ 42.284028°N 89.067889°W ﻿ / 42.284028; -89.067889,United States,,Sinnissippi Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Galesburg,,,,,,40°56′42″N 90°22′19″W ﻿ / ﻿ 40.94500°N 90.37194°W ﻿ / 40.94500; -90.37194,United States,,Standish Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Standish_Park_Arboretum
,Petersburg,,,,,,39°56′6″N 89°48′6″W ﻿ / ﻿ 39.93500°N 89.80167°W ﻿ / 39.93500; -89.80167,United States,,Starhill Forest Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Starhill_Forest_Arboretum
,Elmhurst,,,,,,41°52′1.4″N 87°56′33.34″W ﻿ / ﻿ 41.867056°N 87.9425944°W ﻿ / 41.867056; -87.9425944,United States,,Timothy Christian Schools Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Rockford,,,,,,42°15′55″N 89°6′7″W ﻿ / ﻿ 42.26528°N 89.10194°W ﻿ / 42.26528; -89.10194,United States,,Tinker Swiss Cottage and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/Tinker_Swiss_Cottage
,Chicago,,University of Chicago,,,,41°47′22.5″N 87°35′58.7″W ﻿ / ﻿ 41.789583°N 87.599639°W ﻿ / 41.789583; -87.599639,United States,,University of Chicago Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Urbana,,University of Illinois,,,,40°5′38.04″N 88°13′1.2″W ﻿ / ﻿ 40.0939000°N 88.217000°W ﻿ / 40.0939000; -88.217000,United States,,University of Illinois Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/University_of_Illinois_Arboretum
,Urbana,,University of Illinois,,,,40°6′8.64″N 88°13′21″W ﻿ / ﻿ 40.1024000°N 88.22250°W ﻿ / 40.1024000; -88.22250,United States,,University of Illinois Conservatory and Plant Collection,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,https://en.wikipedia.org/wiki/University_of_Illinois_Conservatory_and_Plant_Collection
,Homewood,,,,,,41°33′46.54″N 87°39′56.96″W ﻿ / ﻿ 41.5629278°N 87.6658222°W ﻿ / 41.5629278; -87.6658222,United States,,Village of Homewood Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
