arbnet_id,name,slug,url,description,modified_date,source
8413,Juniper Court Arboretum,juniper-court-arboretum,https://arbnet.org/morton-register/juniper-court-arboretum/,"Nestled within the serene beauty of the 1,340-acre Amelia Island Plantation, our Juniper Court Arboretum is surrounded by maritime forests, tidal salt marshes, and pristine sandy beaches. Perched atop a natural sand dune between forest and marsh, this special area is more than just beautiful landscaping — it is a thriving wildlife habitat and an important [&hellip;]",2026-05-19T13:27:07,ArbNet Morton Register
8410,Cornerstone Arboretum,cornerstone-arboretum,https://arbnet.org/morton-register/cornerstone-arboretum/,,2026-05-07T14:58:51,ArbNet Morton Register
8403,Green Hill Cemetery and Arboretum,green-hill-cemetery-and-arboretum,https://arbnet.org/morton-register/green-hill-cemetery-and-arboretum/,Green Hill Cemetery and Arboretum is situated on sixty-five acres of rolling hills with magnificent views of the surrounding countryside and the distant Blue Ridge Mountains.&nbsp; Forty-five acres of this land is developed as a burying ground while the remaining acreage is an agricultural buffer shielding the cemetery and arboretum from urban sprawl. When Green [&hellip;],2026-05-11T10:46:52,ArbNet Morton Register
8393,Pontis Arboretum,pontis-arboretum,https://arbnet.org/morton-register/pontis-arboretum/,"Created in 2026 with help from the French Ministry of Ecological Transition, the Pontis Arboretum is a campus collaboration between the Language and Culture Department, the MakerSpace and the General Services department of the graduate engineering school, Ecole nationale des ponts et chaussées founded in 1747. Launched within the framework of the English course, Campus [&hellip;]",2026-06-02T08:05:25,ArbNet Morton Register
8378,Rose Fitzgerald Kennedy Greenway,rose-fitzgerald-kennedy-greenway,https://arbnet.org/morton-register/rose-fitzgerald-kennedy-greenway/,"The Rose Kennedy Greenway Conservancy is the nonprofit responsible for the care and stewardship of The Greenway, a 1.70-mile linear park in the heart of downtown Boston, where a diverse and evolving arboretum is woven into a vibrant public landscape. Free and open to the public year-round, The Greenway welcomes visitors 365 days a year [&hellip;]",2026-05-14T09:41:11,ArbNet Morton Register
8361,Euphemia’s Arboretum at E.L. Haynes Public Charter School,euphemia-arboretum-at-e-l-haynes-public-charter-school,https://arbnet.org/morton-register/euphemia-arboretum-at-e-l-haynes-public-charter-school/,"Euphemia’s Arboretum at E.L. Haynes Public Charter School is a unique school arboretum designed to educate grades PreK-12, faculty, and surrounding community about the urban forest and their connections to trees. E.L. Haynes is a Title I school serving more than 1,100 students with STEAM+ learning initiatives. Euphemia’s Arboretum contains more than 50 unique woody [&hellip;]",2026-05-22T08:10:05,ArbNet Morton Register
8334,The George Washington University Arboretum,the-george-washington-university-arboretum,https://arbnet.org/morton-register/the-george-washington-university-arboretum/,"The George Washington University Arboretum is located on the Foggy Bottom Campus of George Washington University. In the midst of downtown Washington DC, the arboretum spans 25 trees across our entire urban campus. Notable species include the Japanese Flowering Cherry, the Gingko, and the Paperbark Maple. Three of the arboretum trees (the American Pawpaw, the [&hellip;]",2026-05-01T11:06:27,ArbNet Morton Register
8323,Bosque Bello Arboretum,bosque-bello-arboretum,https://arbnet.org/morton-register/bosque-bello-arboretum/,"The Bosque Bello Arboretum is to provide a place for reflection, remembrance, rest, and appreciation for the horticultural collection of the property.&nbsp; There are over 1,300 trees in the cemetery totaling nearly 30,000 tree inches.&nbsp; Prominent species include live oak, laurel oak, red cedar and hickory. Established circa 1798, Bosque Bello Cemetery is the oldest [&hellip;]",2026-04-27T11:54:35,ArbNet Morton Register
8320,Simmons Road Park,simmons-road-park,https://arbnet.org/morton-register/simmons-road-park/,"The City of Fernandina Beach provides Simmons Road Park as a 6.5 acre property that preserves and showcases Amelia Island&#8217;s natural beauty and gives residents places to sit, walk, grow and play.&nbsp; The Park&#8217;s location adjacent to the Amelia River-to-Sea trail could not be more perfect; providing a rest stop with a tree canopy cover [&hellip;]",2026-04-27T11:56:40,ArbNet Morton Register
8319,Research Institute of Forests & Rangelands. National Botanical Garden of Iran,research-institute-of-forests-rangelands-national-botanical-garden-of-iran,https://arbnet.org/morton-register/research-institute-of-forests-rangelands-national-botanical-garden-of-iran/,,2026-04-24T10:19:51,ArbNet Morton Register
8318,Maud Gordon Holmes Arboretum,maud-gordon-holmes-arboretum,https://arbnet.org/morton-register/maud-gordon-holmes-arboretum/,,2026-04-24T10:15:46,ArbNet Morton Register
8317,Malvern Community Forest,malvern-community-forest,https://arbnet.org/morton-register/malvern-community-forest/,,2026-04-24T10:12:52,ArbNet Morton Register
8316,Lillian Anderson Arboretum,lillian-anderson-arboretum,https://arbnet.org/morton-register/lillian-anderson-arboretum/,,2026-04-24T10:09:19,ArbNet Morton Register
8314,Jardín Botánico Isla Victoria,jardin-botanico-isla-victoria,https://arbnet.org/morton-register/jardin-botanico-isla-victoria/,,2026-04-24T09:30:43,ArbNet Morton Register
8313,Giardino Botanico “Nuova Gussonea” Monte Etna,giardino-botanico-nuova-gussonea-monte-etna-2,https://arbnet.org/morton-register/giardino-botanico-nuova-gussonea-monte-etna-2/,,2026-04-24T08:57:59,ArbNet Morton Register
8312,Giardino Alpino Botanico Rezia – Bormio,giardino-alpino-botanico-rezia-bormio,https://arbnet.org/morton-register/giardino-alpino-botanico-rezia-bormio/,,2026-04-24T08:56:30,ArbNet Morton Register
8311,Forestry Research Centre Arboretum,forestry-research-centre-arboretum,https://arbnet.org/morton-register/forestry-research-centre-arboretum/,,2026-04-24T08:55:11,ArbNet Morton Register
8310,"Forest Botanic Garden, Aristotle University",forest-botanic-garden-aristotle-university,https://arbnet.org/morton-register/forest-botanic-garden-aristotle-university/,,2026-04-24T08:52:54,ArbNet Morton Register
8308,Goizueta Gardens,goizueta-gardens,https://arbnet.org/morton-register/goizueta-gardens/,,2026-04-24T08:46:04,ArbNet Morton Register
8307,Highland Dunes Arboretum,highland-dunes-arboretum,https://arbnet.org/morton-register/highland-dunes-arboretum/,,2026-05-19T11:36:43,ArbNet Morton Register
8306,Jardin Botanique de Kisantu,jardin-botanique-de-kisantu,https://arbnet.org/morton-register/jardin-botanique-de-kisantu/,,2026-04-24T08:33:20,ArbNet Morton Register
8305,Lewiston Arboretum,lewiston-arboretum,https://arbnet.org/morton-register/lewiston-arboretum/,,2026-04-24T08:29:09,ArbNet Morton Register
8304,Kutaisi Botanical Garden,kutaisi-botanical-garden,https://arbnet.org/morton-register/kutaisi-botanical-garden/,,2026-04-24T08:25:27,ArbNet Morton Register
8303,Kerala Forest Research Institute,kerala-forest-research-institute,https://arbnet.org/morton-register/kerala-forest-research-institute/,,2026-04-24T08:20:20,ArbNet Morton Register
8300,The Judy Bateman Arboretum,the-judy-bateman-arboretum,https://arbnet.org/morton-register/the-judy-bateman-arboretum/,"The Judy Bateman Arboretum is a public park and living collection of trees and plants dedicated to conservation, sustainable land management, environmental education, and recreation, serving as a valued natural asset within the City of St. Peters Park system and contributing to the environmental health and livability of the community. Located specifically within City Centre [&hellip;]",2026-04-24T08:08:46,ArbNet Morton Register
8298,Bunso Arboretum,bunso-arboretum,https://arbnet.org/morton-register/bunso-arboretum/,,2026-04-23T17:51:54,ArbNet Morton Register
8297,Botanical Garden Quinta de San Pedro Alejandrino,botanical-garden-quinta-de-san-pedro-alejandrino,https://arbnet.org/morton-register/botanical-garden-quinta-de-san-pedro-alejandrino/,,2026-04-23T17:50:20,ArbNet Morton Register
8295,Anderson Japanese Gardens,anderson-japanese-gardens,https://arbnet.org/morton-register/anderson-japanese-gardens/,,2026-04-23T17:42:05,ArbNet Morton Register
8294,Botanic Garden of Stavroupoli,botanic-garden-of-stavroupoli,https://arbnet.org/morton-register/botanic-garden-of-stavroupoli/,,2026-04-23T14:26:41,ArbNet Morton Register
8293,Bahir Dar University Botanic Garden,bahir-dar-university-botanic-garden,https://arbnet.org/morton-register/bahir-dar-university-botanic-garden/,,2026-04-23T14:16:52,ArbNet Morton Register
8292,Arboretum Jose Luis Poveda (Osa Peninsula),arboretum-jose-luis-poveda-osa-peninsula,https://arbnet.org/morton-register/arboretum-jose-luis-poveda-osa-peninsula/,,2026-04-23T14:14:44,ArbNet Morton Register
8291,Arboretum – Lesnická škola Písek,arboretum-lesnicka-skola-pisek,https://arbnet.org/morton-register/arboretum-lesnicka-skola-pisek/,,2026-04-23T14:07:22,ArbNet Morton Register
8289,Wail Arboretum,wail-arboretum,https://arbnet.org/morton-register/wail-arboretum/,,2026-04-23T14:00:23,ArbNet Morton Register
8288,University of Mazandaran,university-of-mazandaran,https://arbnet.org/morton-register/university-of-mazandaran/,,2026-04-23T13:48:03,ArbNet Morton Register
8285,Forest Lawn Cemetery,forest-lawn-cemetery-2,https://arbnet.org/morton-register/forest-lawn-cemetery-2/,Fores,2026-04-23T13:47:14,ArbNet Morton Register
8287,The Botanic Garden at Oklahoma State University,the-botanic-garden-at-oklahoma-state-university,https://arbnet.org/morton-register/the-botanic-garden-at-oklahoma-state-university/,,2026-04-23T13:45:28,ArbNet Morton Register
8280,Queens Gardens,queens-gardens-2,https://arbnet.org/morton-register/queens-gardens-2/,,2026-04-23T10:10:17,ArbNet Morton Register
8282,Oak Hill Cemetery,oak-hill-cemetery-2,https://arbnet.org/morton-register/oak-hill-cemetery-2/,,2026-04-23T10:00:26,ArbNet Morton Register
8273,Memorial Park,memorial-park,https://arbnet.org/morton-register/memorial-park/,"The Memorial Park Arboretum is located in the heart of La Grange Park in Western Cook County, Illinois. This arboretum is managed by the Community Park District of La Grange Park and is open to the public 365 days a year from 5am-10pm.&nbsp; The park includes walking paths and sidewalks that wind past a wide [&hellip;]",2026-04-27T08:58:02,ArbNet Morton Register
8269,Ashem Arboretum,ashem-arboretum,https://arbnet.org/morton-register/ashem-arboretum/,"The Ashem Arboretum at Old Towne Creek County Park offers a biodiverse landscape that honors the legacy of Emily Ravenel Farrow while inviting visitors to connect with the Lowcountry’s natural and cultural history. Set within a 67-acre former estate of open fields, mature azaleas, camellias, and live oak groves, the arboretum reflects Farrow’s passion for [&hellip;]",2026-05-05T13:49:14,ArbNet Morton Register
8267,Leonard J. Buck Garden,leonard-j-buck-garden,https://arbnet.org/morton-register/leonard-j-buck-garden/,"The Leonard J. Buck Garden is a 29 acre public garden with a naturalistic woodland design situated within a 600-foot wide gorge. Naturally formed rock outcroppings have been turned into extensive rock gardens and can be found throughout the landscape. It also encompasses a vast collection of trees, shrubs, perennials, spring ephemerals, alpine plants, and [&hellip;]",2026-05-11T08:37:25,ArbNet Morton Register
8262,City of Holland,city-of-holland,https://arbnet.org/morton-register/city-of-holland/,,2026-04-16T09:07:13,ArbNet Morton Register
8259,Herrontown Woods,herrontown-woods,https://arbnet.org/morton-register/herrontown-woods/,,2026-04-16T08:29:38,ArbNet Morton Register
8246,Rough Point,rough-point,https://arbnet.org/morton-register/rough-point/,"The Rough Point Arboretum is approximately eleven acres and situated on the rugged Atlantic Coast and features the landscape legacies of two important stewards, Frederick Law Olmsted and Doris Duke. The original landscape was designed by Frederick Law Olmsted, and the Olmsted Brothers firm and was built between 1887-1901. Olmsted’s planting strategy for Rough Point [&hellip;]",2026-05-14T08:37:53,ArbNet Morton Register
8199,Egans Creek Park,egans-creek-park,https://arbnet.org/morton-register/egans-creek-park/,,2026-04-08T08:51:02,ArbNet Morton Register
8196,Ron Sapp Egans Creek Greenway Arboretum,ron-sapp-egans-creek-greenway-arboretum,https://arbnet.org/morton-register/ron-sapp-egans-creek-greenway-arboretum/,The Ron Sapp Egans Creek Greenway (Greenway) is a protected area of over 300 acres that runs north to south along Ron Sapp Egans Creek. The Greenway was opened for public use in the summer of 2000 as an undeveloped park for passive recreational use. The Greenway includes an Upland Hardwood forest and a Maritime [&hellip;],2026-04-23T17:40:22,ArbNet Morton Register
8193,Hope College,hope-college,https://arbnet.org/morton-register/hope-college/,"The mission of the Hope College Arboretum is to provide a place of recreation, education, and beauty.&nbsp; The Arboretum serves as a living laboratory to prepare students as Christian stewards and responsible global citizens. By cultivating a diverse urban forest, they seek to mitigate climate change, provide ecosystem services, and offer a place of beauty [&hellip;]",2026-04-23T13:27:13,ArbNet Morton Register
8191,Bullis Arboretum,bullis-arboretum,https://arbnet.org/morton-register/bullis-arboretum/,,2026-04-08T06:40:32,ArbNet Morton Register
8189,Westfield Elementary School and Arboretum,westfield-elementary-school-and-arboretum,https://arbnet.org/morton-register/westfield-elementary-school-and-arboretum/,"The Westfield Arboretum officially began in 2018 as part of a dual celebration, the school’s 50th anniversary and Illinois’ bicentennial. To commemorate the occasion, they set out to plant a white oak. Instead, they planted a swamp white oak. This happy mistake helped ignite the beginning of their journey toward becoming an accredited arboretum. Since [&hellip;]",2026-04-09T09:09:44,ArbNet Morton Register
8184,The Arboretum at The Quadrangle,the-arboretum-at-the-quadrangle,https://arbnet.org/morton-register/the-arboretum-at-the-quadrangle/,"The Quadrangle Arboretum occupies seventy-four acres in northern Delaware County, Pennsylvania. Most of the property was assembled by J. Gates Lloyd II, beginning in 1931. Part of the estate came from the old Brookthorpe Farms, a portion of which had been in use as a nursery and had a fine collection of specimen trees including [&hellip;]",2026-04-29T10:03:55,ArbNet Morton Register
8181,Elmwood Cemetery,elmwood-cemetery-2,https://arbnet.org/morton-register/elmwood-cemetery-2/,,2026-04-02T11:21:24,ArbNet Morton Register
8147,Abbey Arboretum at Wooster,abbey-arboretum-at-wooster,https://arbnet.org/morton-register/abbey-arboretum-at-wooster/,"Abbey Arboretum at Wooster is a campus wide arboretum at the 160 year old College of Wooster, Wooster, Ohio. Building on more than 16 years of Tree Campus USA stewardship, the arboretum elevates the college’s landscape into a living, documented collection of trees and woody plants. The arboretum serves as an open, accessible outdoor classroom [&hellip;]",2026-03-30T16:39:39,ArbNet Morton Register
8122,Lone Star College System Arboretum,lone-star-college-system-arboretum,https://arbnet.org/morton-register/lone-star-college-system-arboretum/,"The Lone Star College System Arboretum is a distributed, multi-campus arboretum spanning the greater Houston metropolitan area. Their collection reflects the ecological diversity of this region, which transitions from coastal prairie and wetlands to pine hardwood forests. Across their campuses, the arboretum includes a wide range of native and adapted tree species, serving as a [&hellip;]",2026-04-01T17:00:35,ArbNet Morton Register
8082,College of DuPage Arboretum,college-of-dupage-arboretum,https://arbnet.org/morton-register/college-of-dupage-arboretum/,"The College of DuPage Arboretum in Glen Ellyn, Illinois, is a living learning landscape woven throughout the college’s main and west campus grounds. A 2019 tree inventory documented 3,233 trees representing 44 genera and 94 different species, reflecting a broad and educationally valuable campus tree collection. The arboretum includes trees in high-traffic academic areas, parking [&hellip;]",2026-05-01T11:44:28,ArbNet Morton Register
8081,Thompson Nature Park,thompson-nature-park,https://arbnet.org/morton-register/thompson-nature-park/,,2026-03-16T09:06:34,ArbNet Morton Register
8079,LePageville Cemetery Arboretum,lapageville-cemetery-arboretum,https://arbnet.org/morton-register/lapageville-cemetery-arboretum/,,2026-04-14T08:33:57,ArbNet Morton Register
8078,Wildwood Cemetery and Arboretum,wildwood-cemetery-and-arboretum,https://arbnet.org/morton-register/wildwood-cemetery-and-arboretum/,,2026-03-16T08:06:34,ArbNet Morton Register
8029,Joseph Bryan Park,joseph-bryan-park,https://arbnet.org/morton-register/joseph-bryan-park/,"Joseph Bryan Park, located on the northside of Richmond, VA, was given to the city in 1910 by Belle Bryan and her sons. They intended the public park to be a memorial to Joseph Bryan, her husband and publisher of the Richmond Times newspaper. An 1800 slave insurrection, led by Gabriel Prosser, was planned on [&hellip;]",2026-03-13T16:33:54,ArbNet Morton Register
7995,Bell Family Farm Estate,bell-family-farm-estate,https://arbnet.org/morton-register/bell-family-farm-estate/,"The Bell Family Farm Estate is a 4-acre sanctuary nestled within a larger 80-acre Centennial Farm (est. 1919) located in Michigan&#8217;s &#8220;green thumb.&#8221; Situated within the Saginaw Bay watershed, the land consists of a historic 1880s farmstead full of heritage breeds, organically grown non-GMO heirloom seeds, native plants and trees. The grounds feature majestic three-generation [&hellip;]",2026-03-05T10:41:36,ArbNet Morton Register
7978,Taylor Park Native Tree Walk and Arboretum,taylor-park-native-tree-walk-and-arboretum,https://arbnet.org/morton-register/taylor-park-native-tree-walk-and-arboretum/,The Taylor Park Native Tree Walk and Arboretum is a collaborative partnership between the Hanover County Department of Parks and Recreation and the Virginia Cooperative Extension Hanover County Office.  The arboretum is situated within a 53-acre park located on US Route 54 between the Town of Ashland and the Hanover Courthouse.  Over 27 unique trees [&hellip;],2026-05-21T13:25:20,ArbNet Morton Register
7961,Hope Cemetery Arboretum,hope-cemetery-arboretum,https://arbnet.org/morton-register/hope-cemetery-arboretum/,"The Hope Cemetery Arboretum combines 30 acres of landscaped rural cemetery and 75 acres of native forest with over two miles of walking trails.  Located in the heart of historic Kennebunk village, the arboretum protects and preserves vital green space for reflection and solitude, educational programming and passive recreation.  The tree collection includes new appropriately [&hellip;]",2026-02-23T07:48:44,ArbNet Morton Register
7944,Glenwood Cemetery,glenwood-cemetery-2,https://arbnet.org/morton-register/glenwood-cemetery-2/,,2026-03-06T08:00:28,ArbNet Morton Register
7936,Aquinas College Urban Arboretum,aquinas-college-urban-arboretum,https://arbnet.org/morton-register/aquinas-college-urban-arboretum/,"Rooted in Dominican tradition, Aquinas College seamlessly weaves Roman Catholic values with a pioneering commitment to sustainability–embedding ecological stewardship into the heart of its curriculum, campus operations, and vibrant community culture. The Aquinas College Urban Arboretum is home to over 10,000 trees representing over 130 different species. Nearly every tree species native to Michigan is [&hellip;]",2026-03-04T15:39:03,ArbNet Morton Register
7930,"Pennsylvania State University, Harrisburg",pennsylvania-state-university-harrisburg,https://arbnet.org/morton-register/pennsylvania-state-university-harrisburg/,The arboretum at Penn State Harrisburg spans the 218-acre campus originally founded in 1966. A former pickle farm and Air Force base located within historic Middletown; it sits in Central Pennsylvania nine (9) miles south of the city of Harrisburg in direct proximity to the Susquehanna River[SV1]&nbsp;[CS2]&nbsp;. As part of the Penn State Commonwealth Arboreta [&hellip;],2026-04-13T08:23:57,ArbNet Morton Register
7929,Queens Botanical Garden,queens-botanical-garden,https://arbnet.org/morton-register/queens-botanical-garden/,,2026-02-16T08:36:09,ArbNet Morton Register
7913,"Pennsylvania State University, Altoona",pennsylvania-state-university-altoona,https://arbnet.org/morton-register/pennsylvania-state-university-altoona/,"The 100+ acres of the Penn State Altoona campus includes the grounds of what used to be Ivyside amusement park from the mid-1920s to the mid-1940s. This included a very large concrete swimming pool created when the park first opened. Rides, including a roller coaster, were installed later. Multiple plaques on campus provide details about [&hellip;]",2026-03-03T13:06:20,ArbNet Morton Register
7912,"Pennsylvania State University, Brandywine",pennsylvania-state-university-brandywine,https://arbnet.org/morton-register/pennsylvania-state-university-brandywine/,"Penn State Brandywine opened to the public in 1967. Formerly a dairy farm with an impressive historic fruit orchard, the campus has 112 acres of parklike grounds and lies just within 20 miles west of downtown Philadelphia in the town of Media. The arboretum spans the campus and counts 85 species across 650 trees. One [&hellip;]",2026-04-13T08:34:10,ArbNet Morton Register
7892,Driftless Arboretum & Botanical Garden,driftless-arboretum-botanical-garden,https://arbnet.org/morton-register/driftless-arboretum-botanical-garden/,,2026-02-09T11:51:14,ArbNet Morton Register
7883,"Native Plant Trail, City of Daphne, AL",native-plant-trail-city-of-daphne-al,https://arbnet.org/morton-register/native-plant-trail-city-of-daphne-al/,"Located approximately 1.5 miles off Interstate 10, Daphne’s Native Plant Trail is devoted exclusively to indigenous trees and shrubs. This trail loops 1/3 miles identifying 64 featured species; tree tags identify an additional 100 replicates and less conspicuous woody species along this blacktopped foot path. A georeferenced map locates and provides identifying characteristics and landscaping [&hellip;]",2026-04-30T13:26:33,ArbNet Morton Register
7866,Evergreen Cemetery and Arboretum,evergreen-cemetery-and-arboretum,https://arbnet.org/morton-register/evergreen-cemetery-and-arboretum/,"Evergreen Cemetery and Arboretum is a historic municipal cemetery located in Gainesville, Florida, serving as both a place of remembrance and a growing urban tree collection. As a public green space, the arboretum reflects the ecological diversity of North Central Florida while supporting the City of Gainesville’s broader urban forestry and sustainability goals. The collection [&hellip;]",2026-02-13T16:10:46,ArbNet Morton Register
7853,Central Gardens Arboretum,central-gardens-arboretum,https://arbnet.org/morton-register/central-gardens-arboretum/,"The Central Gardens Arboretum, located in the historic Central Gardens neighborhood of Memphis, Tennessee, stands out as a unique urban forest woven directly into the fabric of a vibrant residential district. Unlike traditional arboretums typically found in parks or botanical gardens, this living collection spans 575 acres, allowing residents and visitors to experience over 90 [&hellip;]",2026-02-10T16:30:26,ArbNet Morton Register
7850,The Lloyd-Butler Botanical Garden,the-lloyd-butler-botanical-garden,https://arbnet.org/morton-register/the-lloyd-butler-botanical-garden/,"The Lloyd-Butler Botanical Garden is dedicated to an ever-expanding collection of 6,000 trees and plants of over 1,100 different taxa, whose biodiversity supports their family farm on the ranch where the garden is centered. Their trees and plants draw from thousands of years prehistory as thriving settlement site for the Chumash indigenous people; from nearly [&hellip;]",2026-02-09T11:35:58,ArbNet Morton Register
7810,"National History Museum Denmark, Botanical Garden",national-history-museum-denmark-botanical-garden,https://arbnet.org/morton-register/national-history-museum-denmark-botanical-garden/,"The Botanical Garden is a beautiful oasis in the heart of Copenhagen, inviting peace and immersion in the world of nature. The garden is home to Denmark&#8217;s collection of rare plants from around the world and is especially known for its iconic Palm House. The Botanical Garden is especially known for its beautiful landscape, attracting [&hellip;]",2026-02-04T13:49:19,ArbNet Morton Register
7797,Tree Pittsburgh Arboretum,tree-pittsburgh-arboretum,https://arbnet.org/morton-register/tree-pittsburgh-arboretum/,"The Tree Pittsburgh Arboretum is not your traditional tree preserve. The campus – a narrow five-acre strip along the Allegheny River – once housed a steel mill. It is nestled between a scrapyard on one side and a million gallons of fuel storage on the other. Trains rumbled close by daily, carrying coal and fracking [&hellip;]",2026-02-11T14:38:19,ArbNet Morton Register
7792,Amelia Island Plantation Community Association (AIPCA),amelia-island-plantation-community-association-aipca,https://arbnet.org/morton-register/amelia-island-plantation-community-association-aipca/,"The Amelia Island Plantation Community Association (AIPCA) Arboretum is located on a tranquil barrier island along Florida’s northeast coast, within the 1,340-acre Amelia Island Plantation (AIP). The Arboretum features a diverse collection of plant species native to the maritime forest, reflecting the natural beauty and ecological richness of the region. Oversight of the Arboretum is [&hellip;]",2026-01-27T16:18:34,ArbNet Morton Register
7790,Eugenia Williams House,eugenia-williams-house,https://arbnet.org/morton-register/eugenia-williams-house/,"The Eugenia Williams House is a historic property in Knoxville, Tennessee. This accredited Level I arboretum features an impressive array of native and specimen trees planted during the tenure of the Williams family (1916-1998) and more recent additions from the Aslan Foundation’s ongoing revitalization of the landscape (2020 2026). With over 70 species of trees [&hellip;]",2026-02-04T16:01:55,ArbNet Morton Register
7786,Green Hills Farm Arboretum,green-hills-farm-arboretum,https://arbnet.org/morton-register/green-hills-farm-arboretum/,"Green Hills Farm Arboretum sits on the 68-acre Green Hills Farm property purchased in 1934 by Nobel and Pulitzer Prize winning author Pearl S. Buck. Her former home, now the Pearl S. Buck House National Historic Landmark Museum, is part of this historic estate, as is the headquarters of the humanitarian aid foundation she created, [&hellip;]",2026-02-05T12:48:00,ArbNet Morton Register
7778,Reitz Memorial Arboretum,reitz-memorial-arboretum,https://arbnet.org/morton-register/reitz-memorial-arboretum/,"Reitz Memorial Arboretum is situated on the 18-acre campus of Reitz Memorial High School in Evansville, Indiana, providing a blend of education and natural preservation in the heart of the city. Included in the collection of trees is a Little Leaf Linden that is recognized as one of the largest specimens in Southern Indiana, as [&hellip;]",2026-03-05T10:51:01,ArbNet Morton Register
