FacilityID,FacilityName,FacilityLatitude,FacilityLongitude,FacilityDescription,FacilityPhone,FacilityEmail,FacilityReservationURL,FacilityTypeDescription,Reservable,StayLimit,Keywords,LastUpdatedDate,Activities
232180,GRINDSTONE,36.6869444,-81.5411111,"<h2>Overview</h2> <p>Grindstone Campground is tucked in the Fairwood Valley among pastures and wooded hillsides. The surrounding Mount Rogers National Recreation Area provides endless opportunities for fun and relaxation in the nature setting. The Campground will be closed until further notice due to facility repair needs. Opossum Loop will be open for tent campers. There will be no available water. No Dump Station available. </p> <h2>Recreation</h2> The area offers excellent hiking, mountain bi",,sm.fs.mrnra@usda.gov,,Campground,True,,"GRIN,GEORGE WASHINGTON/JEFFERSON NF-FS",2026-03-26,
232127,WILLOW BAY,41.9877778,-78.9105556,"<h2>Overview</h2> <p>Willow Bay is located within the Allegheny National Recreation Area, about 16 miles from Bradford, in northwestern Pennsylvania. It is primarily an accessible family campground that also offers rustic cabins available by reservation year-round. The facility offers modern amenities, including flush toilets and showers, but also provides access to great outdoor recreation opportunities.<br><br><br><br>Most of campsites and cabins can be accessed by vehicle, some campsites are ",814-368-4158,,,Campground,True,,"WBPA,THE  BAY,ALLEGHENY NF - FS",2026-02-25,
251452,"North Arm Campground (Timothy Lake, OR)",45.1425,-121.771667,"<h2>Overview</h2> <p>The North Arm Campground sits on the shores of Timothy Lake, in the shadow of Oregon's Mt. Hood. The surrounding forest setting offers spectacular views, wetlands, trails for exploration, and abundant fishing. This campground is smaller and more secluded than the others on the south side of the lake.</p>  <p><strong>DRIVING NOTE:</strong> There are two routes to North Arm Campground—one is rugged and one is suitable for RVs and trailers. <strong>Recommended Route: </strong>F",503-464-8515,,,Campground,True,,"MT. HOOD NF,Timothy Lake",2026-06-17,
234014,"Rio Grande Village Group Campground (Big Bend, TX)",29.180793,-102.957194,"<h2>Overview</h2> The Rio Grande Village Group Campground sits on the banks of the Rio Grande, the International Boundary between the United States and Mexico. The four group campsites are great options for groups of nine people or more and is one of the most popular campgrounds in Big Bend National Park. It is located close to Boquillas Canyon and Hot Springs, and acts as a launch point for visitors accessing the river or the endless miles of backcountry roads. Rio Grande Village has an outstan",432-477-1121,,,Campground,True,,"RGGR,RGV GROUP,VILLAGE GROUP,BIG BEND NATIONAL PARK,BIG BEND",2026-02-25,
232483,ROUND BOTTOM HORSE CAMP,35.61545921,-83.2119251,"<h2>Overview</h2> <p>Saddle up your horses for a camping trip in the stunning Great Smoky Mountains National Park. Located in the North Carolina portion of the park, this campsite offers miles of horse trails with a breathtaking backdrop. Whether blanketed in bright spring wildflowers or vivid fall colors, the scenery at Round Bottom never disappoints. <br><br><br><br>World-renowned for its diversity of plant and animal life, the beauty of its ancient mountains and the quality of its remnants of",865-436-1261 OR 828-497-9270,,,Campground,True,,"CG26,Great Smokey Mountain National Park,Great Smokey National Park,Great Smoky Mountains National Park,Great Smoky National Park",2026-02-25,
236934,Ochoco NF-Maury Mountains Area,44.0491,-120.377,"<p>The Maury Mountains offer solitude and relaxation to those in search of it. There are four campgrounds in the area including one situated on the shore of Antelope Flat Reservoir (a little known fishing hole), and the agate beds near Elkhorn Campground have also been known to attract rock hounds. This beautiful, secluded area is a great place to find your own adventure!</p>",,,,Facility,False,,,2026-02-25,
252205,Lynx Pass Campground,40.105560832,-106.682818062,"<p><strong>DESCRIPTION:</strong> Located in the Gore Pass area on the Routt National Forest. Lynx Pass campground is a small campground hosting 11 sites and can be found on Forest Service Road 270 between the towns of Kremmling, CO and Yampa, CO (off  HWY 134)</p><p>The Lynx Pass Campground and surrounding area offers outdoor enthusiasts an opportunity to enjoy the simple pleasure of being outside. The campground is surrounded in lodgepole pine offering mostly shade, with a secluded, natural and",,,,Campground,False,,,2026-02-25,
202063,Blackfoot Reservoir Campground,42.841922,-111.603131,"<h2>Overview</h2> <p>Blackfoot Reservoir Campground is managed by the Bureau of Land Management (BLM) and is located on the southwest end of the Blackfoot Reservoir. The Reservoir covers 18,000 surface acres when full and is the second largest reservoir in southeastern Idaho. The campground has an annual fee season from May 15th - September 15th and is equipped with 16 fully developed campsites, 12 standard campsites, 6 day-use sites, 2 boat ramps, and an RV dump station. The site offers recreat",208-478-6340,BLM_ID_PO_Recreation@blm.gov,,Campground,True,,,2026-04-30,
233247,Rooks Park (WA) Bennington Lake,46.0805556,-118.255,"<h2>Overview</h2> <p>Rooks Park is day use only park, located 10 minutes east of Walla Walla, Washington. This 18-acre developed park offers visitors a wide variety of recreational opportunities.</p> <h2>Recreation</h2> Rooks Park's grassy spaces provide the ideal place for family picnics and games of volleyball, football or Frisbee. Visitors also enjoy cooling their feet in the creek.<h2>Facilities</h2> This day-use area is open year-round to foot traffic, and April to mid-October to vehicles. ",509-527-7160,MillCreek@usace.army.mil,,Campground,True,,"Bennington Lake,Mill Creek Project,Rooks Park,Mill Creek Lake,Mill Creek Trails,Walla Walla,Mill Creek,Mill Creek Dam,. Rook,Rooks",2026-02-25,
10182463,Kirch Flat Group Campground,36.87921576,-119.1490899,"<h2>Overview</h2> <p>At approximately 1,000 feet in elevation, Kirch Flat Campground resides on a large flat area on the river’s edge of the scenic Kings River and is surrounded by rolling, oak-covered foothills and spectacular river canyon and mountain views of the Sierra Nevada. Though it can be very hot in the summer months, Kirch Flat Group Campground is a great place to camp during the spring and fall months and is popular with San Joaquin Valley residents, fisherman, day users, and whitewa",559-855-5355 ,SM.FS.sierranfinfo@usda.gov,,Campground,True,,Kirch Group,2026-02-25,
14718,Weeping Rock Campground,42.0209,-110.0494,"<p>Weeping Rock Campground is a popular spot for fishers, campers and picnickers and offers fishing and boat access to the Green River. It has 10 campsites with picnic tables, barbecue grills, and a vault toilet. </p><p>Trout and kokanee salmon live in this area of the Green River, and since the area is restricted to motorboats, the fishing is always good. </p><p>This site is located near historic resources. Please do not collect or damage resources.</p>",307-828-4500,Kemmerer_WYMail@blm.gov,,Campground,False,,,2026-02-25,
234215,SUIATTLE GUARD STATION,48.261628,-121.318767,"<h2>Overview</h2> <p>Set near the Suiattle River and surrounded by mountain peaks and old-growth forest, the Suiattle Guard Station (pronounced ""Sue-attle"") is a historic log cabin that was constructed in 1913 by Tommy Thompson, Assistant Ranger of the Suiattle-Finney District, to house a forest guard. </p><p>Because of budget limitations at that time, the Forest Service often relied upon rangers to construct their own stations. It is a testament to Ranger Thompson’s skill that the cabin survive",541-338-7869,,,Campground,True,,"SUIT,MT. BAKER-SNOQU NF - FS",2026-02-25,
247955,Quakertown Campground,39.503092,-84.948725,"This recreation area is part of <a href=""http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=353&agencyCode=130"" rel=""nofollow"">Brookville Lake</a>",,,,Campground,False,,,2026-02-25,
232635,LOVE,32.2725,-96.645,"<h2>Overview</h2> Love Park is on the southeastern shore of Bardwell Lake, less than an hour south of the Dallas-Fort Worth area in north-central Texas. <br/><br/> The lake has favorable fish and wildlife habitats, providing plenty of opportunities for fishing and hunting, and great locations for camping, boating and hiking. Deer, armadillo, rabbit, squirrel and a variety of bird species inhabit the area.<h2>Recreation</h2> Many local fishermen consider Bardwell Lake one of the best kept secrets",972-875-5711,ceswf-od-br@swf02.usace.army.mil,,Campground,True,,"LOVE,BARDWELL LAKE,LAKE BARDWELL,BARDWELL,LOVE PARK,BARDWELL LAKE",2026-02-25,
202206,Birch Creek Campground,41.303,-111.1846,"Located at 6755 ft. the campground has 4 walk-in campsites that are 50 yards from the parking lot. RV camping is permitted in the parking lot. The campground is conveniently placed between two reservoirs, each stocked annually with game fish, making it an ideal fishing destination.",(801) 977-4300,utslmail@blm.gov,,Campground,False,,,2026-02-25,
10168487,Dry Lake Campground (CO),40.535894,-106.782159,"<h2>Overview</h2> <p>Dry Lake Trailhead is located off County Road 60 (Buffalo Pass Road) and is near the Dry Lake Campground. This trailhead provides access to both non-motorized and motorized trails. Access for dirt bikes and other recreational vehicles on Buffalo Pass Road. This is a very high-use year-round trailhead and a gateway to exploring the aspens, sub-alpine firs, and wildflowers of the mountains of the Park Range. A vault toilet is provided at the Trailhead. Dry Lake Trailhead is ma",,,,Campground,True,,"Dry Lake CG,Dry Lk CG",2026-02-25,
248470,Lake Somerville Marina & Campground,30.31036231,-96.51719383,"This recreation area is part of <a href=""http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=507&agencyCode=130"" rel=""nofollow"">Somerville Lake</a>",,,,Campground,False,,,2026-02-25,
233430,BLUE CREEK,36.4522222,-95.5925,"<h2>Overview</h2>  <p>Blue Creek is located on Oologah Lake in northeast Oklahoma, about 45 miles from Tulsa. The lake provides an ideal getaway for fishing, boating, picnicking and camping. Prevailing winds make Oologah one of the most popular lakes in the area for sailing.</p> <h2>Recreation</h2> Oologah Lake is a prime location for boating, sailing, water skiing and swimming. Several recreation areas with boat ramps and docks are scattered around the lake.<br/> <br/> Fishing is a popular past",918-341-4244,,,Campground,True,,"BLCR,OOLOGAH LAKE,OOLOGAH LAKE",2026-02-25,
233041,BARANOF LAKE CABIN,57.068322,-134.897398,"<h2>Overview</h2> Baranof Lake Cabin sits on the shores of greenish-blue Baranof Lake on the southwestern edge of Baranof Lake, 20 air miles east of of Sitka, Alaska. The cabin is generally available June through October, and makes an excellent base for experiencing this corner of Alaska. <br/><br/> This is a remote site. The cabin can be accessed by a 25-minute floatplane trip, weather permitting. In poor weather and low clouds, flying time can double, as flights must go the northern route arou",907-747-6671,SM.FS.r10_sitka_rd@usda.gov,,Campground,True,,"BARA,TONGASS NF - FS",2026-02-25,
248174,Juniper Park,35.0311071,-104.6787088,"This recreation area is part of <a href=""http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=489&agencyCode=130"" rel=""nofollow"">Santa Rosa Lake</a>",,,,Facility,False,,,2026-02-25,
273352,LAKE RABUN BEACH RECREATION AREA,34.7557667,-83.4813,"<h2>Overview</h2> Cradled in the hills of the North Georgia Mountains overlooking beautiful Lake Rabun, this developed recreation area offers camping and hiking.  Across the road, the lake offers plenty of water activities like swimming, boating, fishing, and ample opportunities to absorb the peaceful lake scenery.<h2>Recreation</h2> <p>At the rear of the campground, visitors will find the trailhead for the popular Angel Falls/Panther Falls Hiking Trail (trail length 1.7 miles).  The swim area h",1-706-782-6798,LakeRabun@cfaia.org,,Campground,True,,Lake Rabun Beach,2026-04-09,
232137,FRENCHMAN,39.8997222,-120.1866667,"<h2>Overview</h2> <p>Frenchman Campground (5,700 feet) sites along the shores of its namesake lake, which boasts 21 miles of shoreline. The campground is situated at the southeastern peninsula of the lake. Situated on a pine covered hillside overlooking the lake, this is the place for campers to get in tune with their surroundings. The lake is at the interface between the mountains of the Sierra Nevada and high desert. Frenchman Lake and the surrounding Plumas National Forest together provide am",530-836-2575,james.bradeen@usda.gov,,Campground,True,,"FRMN,FRENCHMAN,CHILCOOT,BECKWOURTH,COTTONWOOD,SPRING CREEK,BIG COVE,PLUMAS NF - FS",2026-05-08,
261843,Lake Havasu Shoreline Sites,34.300454,-114.136724,"The Lake Havasu Field Offices manages 73 boat access campsites over 20 miles along the Arizona shore of Lake Havasu. These campsites offer a picnic table, barbecue grill, and trash receptacle and a majority of the sites provide a restroom and shade structure. These sites offer the opportunity to enjoy the recreational opportunities on the lake overnight or just for the day. These sites are available on a first-come, first serve basis and there is a 14 day stay limit in place.<br/><br/> Whether y",(928) 505-1200,,https://www.recreation.gov/sitepass/70202,Campground,False,A 14 day stay limit is in place.,"Lake Havasu, Shoreline Camps, Camping, Boating, lhfo",2026-02-25,
247661,Gros Ventre Campground,43.620458,-110.669802,"<h2>Overview</h2> <p>Gros Ventre (pronounced ‘grow-vont’), means “big belly” in French, and the Gros Ventre Campground—surrounded by cottonwood trees and featuring stunning views of Blacktail Butte and the Teton Mountains—is truly magnificent! The campground’s location next to the Gros Ventre River offers some of the best opportunities in the park for wildlife sightings, as bison, moose, mule deer and a wide variety of birds are known to frequent the area. For avid anglers, the Gros Ventre River",307-543-2811,GTLCreservations@vailresorts.com,,Campground,True,,,2026-02-25,
232407,MINERAL SPRINGS GROUP,47.290203,-120.699224,"<h2>Overview</h2> <p>At an elevation of 2,500 feet, Mineral Springs Group Campground sits in the mountainous terrain of the Okanogan-Wenatchee National Forest in northern Washington.    <br><br>Nearby peaks and old-growth forests provide visitors with a variety of scenic landscapes. </p> <h2>Recreation</h2> <p>The area around Mineral Springs is a prime location for hiking, horseback riding and mountain biking in summer and early fall, and offers opportunities for skiing, snowshoeing and snowmobi",509-852-1100,jveulman@goexplorus.com,,Campground,True,,"MINE,OKANOGAN - WENATCHEE NF -FS",2026-02-25,
249965,Backbone Horse Campground,42.485556,-76.806667,"<h2>Overview</h2> <p>Backbone Horse Campground is a small, semi-primitive campground designed primarily for campers or picnickers that bring horses with them.</p> ",,,,Campground,True,,,2026-02-25,
234651,DAM SITE LAKE CAMPGROUND,36.4202972,-93.8554056,"<h2>Overview</h2> Dam Site Lake Campground sits along the vast shores of Beaver Lake in the Ozark Mountains of Northwest Arkansas, offering spacious and sunny campsites and an abundance of recreational activities.<h2>Recreation</h2> Fishing opportunities are plentiful near Dam Site Lake Campground. Beaver Lake has more than 28,000 surface acres of water, and anglers can try their luck at catching large and small-mouth bass, crappie, bream, white bass, stripers, and channel or spoon-bill catfish.",(479) 253-5828,,,Campground,True,,None,2026-05-08,
240793,Sacramento RD,32.8363,-105.6627,"<p>The Sacramento Ranger District offers many different recreation opportunities for all seasons.</p><p><strong>Scenic Viewing</strong></p><p><strong>Winter Sports</strong></p><div><p><strong>Picnicking</strong></p><p><strong>Group Picnicking</strong></p><p><strong>Camping</strong></p><p><strong>Group Camping</strong></p><div><p><strong>Dispersed or ""road-side"" camping:</strong>  </p><p>You may drive to park your RV no more than 300' from an open road designated for such use. Please check with o",,,,Facility,False,,,2026-02-25,
243154,Nebraska National Forest at Halsey,41.9029,-100.2691,"<p>There are two distinct areas of the Nebraska National Forest. One section is situated in the northwest panhandle south and <a href=""http://www.fs.usda.gov/recarea/nebraska/recreation/recarea/?recid=10615"" rel=""nofollow"">west of Chadron</a>, while the other is located near Halsey in central Nebraska. Both offer unique recreation opportunities in the wide open spaces of Nebraska.</p><p>The Halsey portion of the Nebraska National Forest is managed by the Bessey Ranger District. This unique area ",,,,Facility,False,,,2026-02-25,
239103,Teton Basin RD,0,0,"<p>The District office is located in Driggs, Idaho.  The area administered by the District covers approximately 265,000 acres.  The District has a variety of landscapes ranging from broad, gentle slopes, steep canyons and mountains, to high elevation glacially scoured ridges and basins perched above U-shaped canyons and troughs.  The District includes portions of the Big Hole Mountains, Palisades and Teton Ranges.  Most of the 123,451-acre Jedediah Smith Wilderness is on this District.  The east",,,,Facility,False,,,2026-02-25,
10072074,Home Gulch Campground,47.61583333,-112.7244444,<p>15 campsites along the North Fork of the Sun River. Good fishing for rainbow and westslope cutthroat trout. Hiking nearby on the Mortimer Gulch National Recreation Trail. Motorized and non-motorized boat access at the boat launch.</p><p><strong>Bears may frequent the area; keep all food out of sight in approved containers and remove all food from area after eating. Mandatory food storage is required.</strong></p><p> </p>,,,,Facility,False,,,2026-02-25,
10098538,Dorr Skeels Campground,48.26762,-115.85418,"<h2>Overview</h2> <p>Dorr Skeels Campground is located 13 miles south of Troy on Hwy 56. The Dorr Skeels Campground has 8 overnight campsites, including one host site and 2 day use sites with tables and fire rings. Amenities include potable water, vault toilets, swimming area with beach and a fully developed boat ramp with dock. A security gate is closed at 10:00 pm and opened at 07:00 am daily by the camphost.</p> <h2>Recreation</h2> <p>The campground has a boat ramp with dock, a beach area and",406-295-4693,,,Campground,True,,Dorr Skeels Campground,2026-02-25,
234071,SPRING CANYON GROUP SITE,47.9330556,-118.9390722,"<h2>Overview</h2> Spring Canyon Group Site is perfect for large families and groups of boaters or fishermen. Located on the shoreline of Lake Roosevelt, it offers ample opportunity to get out on the water or relax on the beach and take in the gorgeous lakeside scenery.<br/> <br/> The 130-mile long lake is a feature of the Columbia River created by the nearby Grand Coulee Dam. The lake is named after President Franklin D. Roosevelt and is part of the Lake Roosevelt National Recreation Area, manag",509-754-7889,Mary_Jay@nps.gov,,Campground,True,,"SPCA,GRAND COULEE DAM,LAKE ROOSEVELT,CEMETERY CAMPGROUND",2026-03-11,
241785,Stevensville RD,46.513193,-114.091779,<p> </p><p>The many miles of trails on the Stevensville Ranger District provide opportunities ranging from short day-trips to extended back-country trips.</p>,,,,Facility,False,,,2026-02-25,
232799,Moss Creek campground,45.7977778,-121.6391667,"<h2>Overview</h2> Located in the southeast corner of the Gifford-Pinchot National Forest and close to Columbia River Gorge, Moss Creek Campground sits alongside the Little White Salmon River. At an elevation of 1,400 feet, the campground is shaded by a thick canopy of hemlock, cedars, firs and maples. Moss Creek is ideal for those wishing to escape the summer heat.<h2>Recreation</h2> The Little White Salmon River offers rainbow and brook trout for anglers. Visitors can enjoy wading in the cool w",541-338-7869,,,Campground,True,,"MOSS,GIFFORD PINCHOT NF - FS",2026-05-28,
259437,SW/Central Flat Tops Area,39.573013,-107.525253,<p>Southwest and central Flat Tops area.  Access often from New Castle.</p>,,,,Facility,False,,,2026-02-25,
10101324,Harlequin Campground,48.347744,-120.713821,"<h2>Overview</h2> <p>Campgrounds in Lake Chelan National Recreation Area are walk-in sites located in the Stehekin Valley. Harlequin Camp is located along the Stehekin River, 4.5 miles up the Stehekin Valley Road from Stehekin Landing and approximately 6.5 miles from High Bridge. </p> <p>Stehekin is a remote community with limited facilities and is only accessible by foot, boat, or plane. There is some shared parking at the campground for a limited number of vehicles but all sites are considered",509-699-2080 x 14,noca_information@nps.gov,,Campground,True,,Stehekin ,2026-02-25,
232708,SOWELL CREEK,31.99,-98.46,"<h2>Overview</h2> <p>Sowell Creek Park is nestled within the beautiful Cross Timbers Region of Texas and located on the east side of Proctor Lake. Sowell Creek appeals to sportsmen, birdwatchers, naturalists or those simply wanting to relax in the outdoors.</p> <h2>Recreation</h2> Sowell Creek offers families and friends with an excellent venue to enjoy the outdoors. The park offers overnight camping as well as two day-use areas for picnicing and several swim beaches for folks to soak up the sun",254-879-2322,,,Campground,True,,"SOWE,PROCTOR LAKE,LAKE PROCTOR,SOLE CREEK,SEWELL CREEK,PROCTOR LAKE",2026-02-25,
243098,"Buffalo, WY",44.342,-106.723,<p>Powder River Ranger District</p>,,,,Facility,False,,,2026-02-25,
272249,Sylvania (Clark Lake) Campground,46.2446333,-89.3100306,"<h2>Overview</h2> <p>Sylvania (Clark Lake) Campground is located seven miles southwest of Watersmeet, Michigan, adjacent to the 18,327 acre Sylvania Wilderness Area. This 48-site campground provides a home base for visitors who venture into the wilderness on day outings.  Also a great camping area in general or overnight camping just 5 minutes off Highway U.S. 2.  Some electrical sites available, pressurized toilet facilities and an RV Dump and Water Station.  Some sites are reservable but there",906-396-5428,sm.fs.Ottawa_NF@usda.gov,,Campground,True,,,2026-02-25,
234302,MAPLE GROVE ,39.0152389,-112.0896556,"<h2>Overview</h2> Maple Grove Campground sits in Fishlake National Forest in central Utah. Visitors enjoy fishing and hiking the nearby Rock Canyon Trail.<h2>Recreation</h2> The 3.2-mile Rock Canyon Trail begins in the campground and leads to the top of the Pahvant Range. Younger campers love fishing for rainbow trout in Ivie Creek.<h2>Facilities</h2> The campground offers three reservable accessible group sites with picnic tables, campfire circles, grills and water spigots. Several single sites",435-743-5721,,,Campground,True,,"MAPL,FISHLAKE NF - FS",2026-03-11,
234417,THOMPSON PEAK LOOKOUT TOWER,47.1783333,-114.9075,"<h2>Overview</h2> Thompson Peak Lookout provides great views of the Clark Fork Valley, the town of Superior, the Idaho state line and, of course, the big sky of Montana. It is close enough to Superior to allow for easy access, but remote enough to provide the quiet and solitude expected at a lookout. The modernized tower provides amenities not typical to a lookout, making it a desirable place to stay.<h2>Recreation</h2> A variety of trails exist in the area, allowing visitors a chance to explore",406-822-4233,,,Campground,True,,"TPLT,LOLO NF - FS",2026-02-25,
10220612,Meeks Bay Resort,39.038191,-120.123387,"<h2>Overview</h2> <p><strong>NO PETS ARE ALLOWED ANYWHERE AT THE RESORT!</strong></p> <p>Meeks Bay Resort has a long tradition as a family vacation and holiday retreat. It is located on western shore of the famed Lake Tahoe (Da ow aga), far away from the hustle and bustle of city life. The Washoe Tribe has been a part of the Meeks Bay area of Lake Tahoe (Da ow aga) for many millenium. Their link to the land is an important part of the Meeks Bay Resort charm.  It is the perfect spot to recharge t",530-525-6946,meeksbay.reservations@wdcwashoe.org,,Campground,True,,,2026-02-25,
234569,SNYDER GUARD STATION (WY),42.4958333,-110.5311111,"<h2>Overview</h2> <p>Snyder Guard Station is located in beautiful Snyder Basin, <strong>22 miles west of Big Piney, Wyoming</strong>. The cabin makes an excellent destination for outdoor enthusiasts looking to hike, mountain bike, horseback ride, snowmachine, hunt or fish. Photographers are enchanted by the region's landscape and opportunities for wildlife watching.  <br><br><br>Open year-round, the cabin provides a horse corral for equestrian campers and allows pets as well. <strong>Winter acce",,,,Campground,True,,"SNDR,BRIDGER-TETON NF - FS",2026-02-25,
234751,SPLIT MOUNTAIN GROUP CAMPGROUND,40.4406611,-109.2530556,"<h2>Overview</h2> <p>The Split Mountain Group Campground is located along the banks of the Green River at an elevation of 4,800 feet (. The highly eroded Split Mountain towers over the campground. <br><br>The campground is near <a href=""https://www.nps.gov/dino/planyourvisit/quarry-exhibit-hall.htm"" rel=""nofollow"">Quarry Exhibit Hall,</a>  where you can see 149 million year old dinosaur bones still encased in the rock. Adjacent to the campground is the Split Mountain Boat Ramp where river rafter",435-781-7700,dino_information@nps.gov,,Campground,True,,DNM,2026-02-25,
249816,Glenwood-Pedlar Ranger District,37.6215,-79.5059,"<p>Explore recreational opportunities in the Glenwood-Pedlar Ranger District of the National Forest by activity type below.  </p><p>Also check out adventures specific to Rockbridge county at our partner's website: <a href=""https://lexingtonvirginia.com/outdoors"" rel=""nofollow"">Rockbridgeoutdoors.com </a></p>",,,,Facility,False,,,2026-02-25,
251363,TEN MILE CAMPGROUND (CA),36.753452,-118.894138,"<h2>Overview</h2> <p>Ten Mile Campground is a primitive campground located 5 miles from Hume Lake on Tenmile Road.  A stream runs through the campground.<br><br><br>Nearby Hume Lake is one of Sequoia National Forest's most visited destinations. The area offers year-round recreational opportunities, including fishing, canoeing, hiking, biking, snowmobiling, snowshoeing and cross-country skiing.</p> <h2>Recreation</h2> Nearby Hume Lake is a year-round recreation destination. During warmer months, ",,jgross@goexplorus.com,,Campground,True,,,2026-05-06,
