source,id,name,lat,lon,address,city,region,postal_code,phone,website,rating,reviews_count,price_low,price_high,electric_hookups,water_hookups,sewer_hookups,thirty_amp,fifty_amp,max_vehicle_length_ft,big_rig_friendly,pull_through,back_in,sanitary_dump,showers,wifi,pets_allowed,reservable,reservation_url,accommodation_rv,accommodation_tent,num_sites
TheDyrt,11,Plymouth Rock Camping Resort,43.80296672,-87.9791464,,Plymouth,Wisconsin,53073,+18887071477,https://thousandtrails.com/wisconsin/plymouth-rock-camping-resort/?utm_source=thedyrt&utm_medium=directory&utm_campaign=TheDyrtListings,2.8,5,0.00,0.00,True,True,True,,,,True,True,True,True,True,True,True,True,https://thousandtrails.com/wisconsin/plymouth-rock-camping-resort/?utm_source=thedyrt&utm_medium=directory&utm_campaign=TheDyrtListings,True,,
TheDyrt,12,Bear Lake Campground and Resort,43.78444063,-88.7879,,,Wisconsin,,+19205963308,https://www.bearlakecampground.com/,3.5,4,0.00,0.00,True,True,True,,,,,False,,True,True,True,True,True,,True,True,
TheDyrt,14,South Carlsbad State Beach Campground,33.105192,-117.320353,7201 Carlsbad Blvd,Carlsbad,California,92008,+17604383143,http://www.parks.ca.gov/?page_id=660,4.3375,80,50.00,650.00,True,True,False,False,True,0,True,,,True,True,False,True,True,https://reservecalifornia.com/park/720,True,True,
TheDyrt,15,Oceano - Pismo State Beach,35.12450019,-120.62780582,,,California,,+18054891869,http://www.parks.ca.gov/?page_id=595,0.0,0,0.00,0.00,True,True,True,True,,36,,True,False,True,True,,True,True,,True,True,
TheDyrt,16,Sky Campground — Point Reyes National Seashore,38.04038568,-122.828743,1 Bear Valley Rd.,Point Reyes Station,California,94956,+14156638054,https://www.nps.gov/pore/index.htm,4.714285714285714,14,0.00,0.00,False,True,False,,,,False,False,False,False,False,False,False,True,,,True,
TheDyrt,17,Coast Campground — Point Reyes National Seashore,38.03131057,-122.85527028,1 Bear Valley Rd.,Point Reyes Station,California,94956,+14154645100,https://www.nps.gov/pore/planyourvisit/campgrounds.htm,4.666666666666667,9,30.00,90.00,True,False,True,,,,,True,,True,True,True,True,True,,,True,
TheDyrt,21,Devils River Campground,44.29836058,-87.77481018,16612 County Road R,Maribel,Wisconsin,54227,+19208632812,http://www.campdevilsriver.com/,4.142857142857143,7,0.00,0.00,True,True,,,,,True,True,True,True,True,,True,True,,True,True,
TheDyrt,24,Ocracoke Beachcomber Campground - CLOSED,35.1076185,-75.9742074,990 Irvin South Garris Hwy,Ocracoke,North Carolina,27960,,https://www.jernimans.com/,3.0,3,0.00,0.00,False,True,True,,,,True,True,,True,True,False,True,True,,True,True,
TheDyrt,25,Pine Cone Resort,40.18174463,-74.27842781,340 Georgia Rd,Freehold,New Jersey,07728,+17324622230,https://www.pineconenj.com/,3.5714285714285716,7,0.00,0.00,True,True,True,,,,True,True,True,True,True,True,True,True,http://pineconeresort.com,True,True,
TheDyrt,26,Thousand Trails Lake & Shore,39.19444643,-74.73068818,515 Corson Tavern Rd,Ocean View,New Jersey,08230,+18887071477,https://thousandtrails.com/new-jersey/lake-shore-rv-resort/?utm_source=thedyrt&utm_medium=directory&utm_campaign=TheDyrtListings,4.0,4,0.00,0.00,True,True,True,,,,,,,True,True,True,True,True,https://thousandtrails.com/new-jersey/lake-shore-rv-resort/?utm_source=thedyrt&utm_medium=directory&utm_campaign=TheDyrtListings,True,,
TheDyrt,27,Thousand Trails Chestnut Lake,39.54159658,-74.46919081,631 Chestnut Neck Rd,Port Republic,New Jersey,08241,+18887071477,https://www.rvonthego.com/new-jersey/chestnut-lake-rv-campground/?utm_source=TheDyrt&utm_medium=directory&utm_campaign=TheDyrtListings,3.857142857142857,7,0.00,0.00,True,True,True,,,,True,True,True,True,True,True,True,True,https://thousandtrails.com/new-jersey/chestnut-lake-rv-campground/?utm_source=thedyrt&utm_medium=directory&utm_campaign=TheDyrtListings,True,True,
TheDyrt,29,Silver Queen Campground,39.1330556,-106.9,,Aspen,Colorado,81611,+19709632266,https://www.fs.usda.gov/recarea/whiteriver/recreation/hiking/recarea/?recid=40539&actid=29,4.833333333333333,6,15.00,15.00,False,False,False,,,30,,True,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/231883,True,True,
TheDyrt,31,Posey Lake Campground,37.9416666,-111.69361128,,,Utah,,+14358265499,https://www.recreation.gov/camping/posey-lake-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=70104,0.0,0,0.00,0.00,True,True,,,,35,,True,True,True,,True,True,True,,True,True,
TheDyrt,32,Wooded Hill Group,32.851194,-116.433167,"DESCANSO RANGER DISTRICT
3348 ALPINE BLVD.",Alpine,California,91901,+16194456235,https://www.recreation.gov/camping/campgrounds/231952,4.5,2,110.00,110.00,False,False,False,,,45,,False,False,,False,,True,True,https://www.recreation.gov/camping/campgrounds/231952,True,,
TheDyrt,33,Big Pine Equestrian Group Campground,34.319623,-117.013057,SAN BERNARDINO,,California,,+19098668550,https://www.recreation.gov/camping/campgrounds/231964,0.0,0,127.00,137.00,False,False,False,,,30,,True,False,,False,,True,True,https://www.recreation.gov/camping/campgrounds/231964,True,True,
TheDyrt,34,Mount Rose Campground,39.3122778,-119.8973611,P.O. Box 104,markleeville,California,96120,+15306941002,https://www.fs.usda.gov/recarea/htnf/recarea/?recid=65204,4.333333333333333,6,32.00,55.00,False,True,True,,,55,True,True,True,False,False,True,True,True,https://www.recreation.gov/camping/campgrounds/232186,True,True,
TheDyrt,35,Peak One Campground,39.5847222,-106.0694444,,Breckenridge,Colorado,80424,+19704687681,https://www.fs.usda.gov/recarea/whiteriver/recreation/ohv/recarea/?recid=40875&actid=78,4.457142857142857,35,28.00,28.00,False,False,False,,,99,True,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232221,True,True,
TheDyrt,36,Sheridan Lake South Shore Campground,43.9808194,-103.4722861,,Rapid City,South Dakota,57702,+16056739200,https://www.fs.usda.gov/recarea/blackhills/recarea/?recid=26163,4.419354838709677,31,30.00,30.00,False,False,False,,,77,True,True,True,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232300,True,True,
TheDyrt,37,Lodgepole - Jefferson,39.4166667,-105.8497222,,Jefferson,Colorado,80456,,https://www.fs.usda.gov/recarea/psicc/recreation/recarea/?recid=12848,3.3333333333333335,6,24.00,24.00,False,False,False,,,35,True,False,False,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232301,True,True,
TheDyrt,41,Warm Springs Guard Station,44.1368611,-115.3229111,7359 HIGHWAY 21,Lowman,Idaho,83637,,https://www.recreation.gov/camping/campgrounds/232400,0.0,0,40.00,40.00,False,True,True,,,0,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232400,False,False,
TheDyrt,42,Stolle Meadows Cabin,44.5927778,-115.6725,PO BOX 696,Cascade,Idaho,83611,+12083827400,https://www.recreation.gov/camping/campgrounds/232402,0.0,0,80.00,80.00,False,True,False,,,0,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232402,False,False,
TheDyrt,44,Sheep Pass Group Campground — Joshua Tree National Park,33.9991667,-116.1180556,74485 National Park Dr,Twentynine palms,California,92277,+17603675554,https://www.nps.gov/jotr/planyourvisit/campgrounds.htm,4.444444444444445,9,55.00,55.00,False,False,False,,,0,False,False,False,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232470,True,True,
TheDyrt,47,COE Navarro Mills Reservoir Oak Park,31.9653056,-96.6902972,1225 FM 667,Purdon,Texas,76679,+12545781431,https://www.swf-wc.usace.army.mil/navarro/Recreation/Parks/Corpsparks.asp,3.6666666666666665,3,30.00,95.00,True,True,True,,True,110,,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/232651,True,True,
TheDyrt,48,COE Hartwell Lake Paynes Creek Campground,34.47917009,-82.97528054,5625 Anderson Highway (Hwy 29),Hartwell,Georgia,30643,+18888930678,https://www.sas.usace.army.mil/About/DivisionsandOffices/OperationsDivision/HartwellDamandLake/PlanAVisit/Camping/CorpsCampgrounds.aspx,4.0,1,26.00,56.00,True,True,False,,True,55,,True,False,False,False,,True,True,,True,True,
TheDyrt,49,Roaring River Park,36.3791667,-85.6311111,10417 Dodson Branch Hwy.,Gainesboro,Tennessee,38562,+19312682540,https://www.recreation.gov/camping/roaring-river-park/r/campgroundDetails.do?contractCode=NRSO&parkId=71390,0.0,0,50.00,50.00,True,True,False,,,,,False,True,,False,,False,False,,,True,
TheDyrt,50,Stillhouse,31.0366667,-97.5344444,4050 Simmons Road,Belton,Texas,76513,+12549396741,https://www.texasoutside.com/centraltexas/stillhouselake.htm,1.0,1,120.00,120.00,True,True,False,,,,,False,False,,False,,True,False,,,True,
TheDyrt,51,Tailwater Rec Area,36.2816667,-85.9375,71 CORPS LANE,Carthage,Tennessee,37030-9710,+16157351034,https://www.recreation.gov/camping/tailwater/r/campgroundDetails.do?contractCode=NRSO&parkId=73517,3.0,1,50.00,50.00,True,True,False,,,,,False,True,,False,,False,False,,,True,
TheDyrt,52,Texas Flats,37.425452,-119.544476,,,California,,+15596423212,https://www.recreation.gov/camping/campgrounds/232879,4.333333333333333,3,127.00,180.00,False,False,False,,,20,False,False,True,True,False,False,False,True,https://www.recreation.gov/camping/campgrounds/232879,True,True,
TheDyrt,53,Lower Fir Group Campground,32.9669444,-105.7188889,PO BOX 836,Cloudcroft,New Mexico,88317,+15756827570,https://www.recreation.gov/camping/campgrounds/232918,4.0,2,123.00,154.00,False,False,False,,,35,,False,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/232918,True,True,
TheDyrt,55,Suloia Lake Cabin,57.4211111,-135.7194333,"SITKA RANGER DISTRICT
2108 HALIBUT POINT RD",Sitka,Alaska,99835,+19077476671,https://www.recreation.gov/camping/campgrounds/233036,0.0,0,45.00,45.00,False,False,False,,,0,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233036,True,True,
TheDyrt,56,Samsing Cove Cabin,56.980625,-135.352744,"SITKA RANGER DISTRICT
2108 HALIBUT POINT RD",Sitka,Alaska,99835,+19077476671,https://www.recreation.gov/camping/campgrounds/233045,0.0,0,65.00,65.00,False,False,False,,,0,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233045,True,True,
TheDyrt,57,Maroon Bells Amphitheatre,39.0997081482467,-106.94227881378293,,,Colorado,,+19709253445,https://www.recreation.gov/camping/maroon-bells-amphitheatre/r/campgroundDetails.do?contractCode=NRSO&parkId=72006,5.0,2,0.00,0.00,False,,,,,,,False,False,,False,False,True,True,,True,,
TheDyrt,60,Hart-tish Park at Applegate Lake,42.0547222,-123.1144444,15111 Upper Applegate Road,Jacksonville,Oregon,97530,+15418999220,https://www.recreation.gov/camping/campgrounds/233186,0.0,0,30.00,75.00,False,False,False,,,40,,False,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233186,True,True,
TheDyrt,63,South Shore Group Sites,44.49166667,-121.14916667,3160 NE 3rd Street,Prineville,Oregon,97754,+12082700094,https://www.recreation.gov/camping/campgrounds/233237,0.0,0,,,False,False,False,,,,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233237,True,True,
TheDyrt,64,Double Arrow Lookout,47.1647222,-113.5311111,,,Montana,,+14066772233,https://www.recreation.gov/camping/campgrounds/233240,0.0,0,75.00,75.00,True,True,False,,,20,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233240,,,
TheDyrt,65,Picnic Key Beach Campground — Everglades National Park,39.6396444,-77.4462972,6602 FOXVILLE ROAD,Thurmont,Maryland,21788,+13012713140,https://www.nps.gov/places/picnic-key-campsite.htm,0.0,0,0.00,175.00,True,False,False,,,20,,False,False,,False,,False,True,https://www.recreation.gov/camping/campgrounds/233241,,True,
TheDyrt,66,Camp 4 Group Campsite and Day Use Area,41.2338889,-121.9838889,P.O. Box 1620,Mccloud,California,96057,+15309642184,https://www.recreation.gov/camping/campgrounds/248800,0.0,0,30.00,30.00,False,True,False,,,30,,False,False,,False,False,True,False,,True,True,
TheDyrt,68,Black Mountain Lookout,40.1152778,-120.3211111,,,California,,+15308362575,https://www.recreation.gov/camping/campgrounds/233296,4.666666666666667,3,60.00,60.00,True,False,False,,,,,False,False,,False,,True,True,https://www.recreation.gov/camping/campgrounds/233296,,True,
TheDyrt,71,Target Tree Campground,37.34095,-108.18798,SAN JUAN NF,,Colorado,,,https://www.recreation.gov/camping/campgrounds/233350,4.428571428571429,14,24.00,24.00,False,True,True,,,60,True,True,True,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233350,True,True,
TheDyrt,73,Avery Creek Cabin,47.6880556,-115.9266667,2502 E Sherman Avenue,Coeur d'alene,Idaho,83814,+12086642318,https://www.recreation.gov/camping/campgrounds/233368,0.0,0,120.00,120.00,True,False,False,,,12,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233368,False,False,
TheDyrt,74,Cave Mountain Lake Group Camp — George Washington & Jefferson National Forest,37.5758333,-79.5341667,"811 CAVE MOUNTAIN LAKE ROAD (PHYSICAL ADDRESS)
GLENWOOD AND PEDLAR RANGER DISTRICTS (FOR INFORMATION)
27 RANGER LANE",Natural bridge station,Virginia,24579,+15402912188,https://www.fs.usda.gov/recarea/gwj/recreation/camping-cabins/recarea/?recid=73641&actid=29,4.722222222222222,18,20.00,40.00,False,False,False,,,,,False,False,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233139,True,True,
TheDyrt,75,COE Taylor Ferry,35.934494,-95.2843,"Fort Gibson Lake Office, Taylor Ferry Campground, 8568 State Hwy 251A",Fort gibson,Oklahoma,74434,+19184854792,https://www.recreation.gov/camping/campgrounds/233647,4.5,2,16.00,24.00,True,True,False,,True,50,False,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233647,True,True,
TheDyrt,76,Virgil Point,34.049715,-95.377865,PO BOX 99,Sawyer,Oklahoma,74756-0099,+15803260173,https://www.recreation.gov/camping/campgrounds/233660,5.0,1,15.00,24.00,True,True,False,,True,53,True,False,True,True,False,,True,True,https://www.recreation.gov/camping/campgrounds/233660,True,True,
TheDyrt,77,Windust Park,46.53305556,-118.58333333,5262 BURR CANYON ROAD,Pasco,Washington,99301,+15095472048,https://www.nww.usace.army.mil/Missions/Recreation/IceHarborDamLakeSacajawea/WindustPark.aspx,0.0,0,,,False,False,False,,,,,False,False,True,False,,False,False,,True,True,
TheDyrt,78,Acorn Campground,38.1762611,-120.7997222,2713 HOGAN DAM ROAD,Valley springs,California,95252-9510,+12097721343,https://www.recreation.gov/camping/campgrounds/233683,3.5714285714285716,28,20.00,20.00,False,False,False,,,20,True,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233683,True,True,
TheDyrt,79,Riverside,38.9438889,-105.4411111,,Florissant,Colorado,80816,,https://www.fs.usda.gov/recarea/psicc/recreation/recarea/?recid=12872,4.5,2,24.00,24.00,False,False,False,,,50,True,False,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/233720,True,True,
TheDyrt,80,Jess Judy,38.8956944,-79.24625,MONONGAHELA,,West Virginia,,+13043583253,https://www.recreation.gov/camping/campgrounds/233725,3.3333333333333335,3,50.00,50.00,False,False,False,,,0,,False,False,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233725,True,True,
TheDyrt,81,Louella Cabin,47.995199,-123.084905,Palo Alto Road/Forest Service Road 28,Sequim,Washington,98382,+13607652200,https://www.recreation.gov/camping/campgrounds/233726,0.0,0,60.00,60.00,True,False,False,,,20,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233726,False,False,
TheDyrt,82,Stub Creek Cabin - CLOSED FOR 2021 SEASON,40.7938889,-105.905,"CANYON LAKES RANGER DISTRICT
2150 CENTRE AVE, BUILDING E",Fort collins,Colorado,80526,+19702956700,https://www.recreation.gov/camping/campgrounds/233731,0.0,0,125.00,125.00,True,False,False,,,25,,False,True,,False,,False,True,https://www.recreation.gov/camping/campgrounds/233731,,,
TheDyrt,84,Oak Knoll Campground,38.18265,-120.8030556,2713 HOGAN DAM ROAD,Valley springs,California,95252,+12097721343,https://www.recreation.gov/camping/campgrounds/233779?tab=info,0.0,0,20.00,20.00,False,False,False,,,20,True,True,True,True,False,,True,True,https://www.recreation.gov/camping/campgrounds/233779,True,True,
TheDyrt,85,Coles Creek Day Use,38.65805541,-89.26638897,,,Illinois,,+16185945253,https://www.bootsnall.com/camping/p-35759-boulder-day-use-campground.html,0.0,0,0.00,0.00,True,,,,,,,False,False,,,,,True,,,True,
TheDyrt,86,Carlyle Lake - COE/Boulder Rec Area,38.69472246,-89.23361136,,,Illinois,,+16182263586,https://www.recreation.gov/camping/spillway-group-area/r/campgroundDetails.do?contractCode=NRSO&parkId=72408,0.0,0,0.00,0.00,True,True,True,,True,40,,False,True,True,True,,True,True,,True,True,
TheDyrt,87,Lake Isabel Cabin,37.9811111,-105.0502778,"SAN CARLOS RANGER DISTRICT
3028 EAST MAIN STREET",Canon city,Colorado,81212,+18774446777,https://www.recreation.gov/camping/campgrounds/233812,5.0,1,130.00,130.00,True,True,True,,,0,,False,False,False,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233812,False,False,
TheDyrt,88,Sycamore Cabin,34.3519444,-111.9702778,"PRESCOTT NATIONAL FOREST
VERDE RANGER DISTRICT
300 EAST HIGHWAY 260",Camp verde,Arizona,86322,+19285674121,https://www.recreation.gov/camping/campgrounds/233887,0.0,0,125.00,150.00,True,True,True,,,0,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/233887,False,False,
TheDyrt,90,Beaver Creek Cabin (ID),43.9672222,-115.6133333,,Idaho city,Idaho,83631,+12083926681,https://www.recreation.gov/camping/campgrounds/233961,0.0,0,80.00,80.00,False,True,True,,,0,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/233961,False,False,
TheDyrt,93,Rio Grande Village RV Campground — Big Bend National Park,29.18087,-102.957191,PO BOX 129,Big bend nat. park,Texas,79834,+14324771121,https://www.nps.gov/bibe/planyourvisit/rgv_hookups.htm,3.8333333333333335,24,16.00,16.00,False,True,False,,True,65,True,False,True,True,False,True,True,True,https://www.recreation.gov/camping/campgrounds/234035,True,True,
TheDyrt,94,Evans Group Camp — Lake Roosevelt National Recreation Area,48.7026139,-118.1149778,1949 HWY 25 N.,Evans,Washington,99126,+15097547889,https://www.recreation.gov/camping/campgrounds/234065,1.0,1,65.00,65.00,False,True,True,,,25,,False,False,True,False,,True,True,https://www.recreation.gov/camping/campgrounds/234065,True,True,
TheDyrt,95,Gifford Group Site,48.2863833,-118.3119028,"Gifford Campground, Lake Roosevelt NRA
3579 SR 25",Gifford,Washington,99131,+15097547889,https://www.recreation.gov/camping/campgrounds/234067,0.0,0,65.00,90.00,False,True,True,,,30,,False,False,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234067,True,True,
TheDyrt,96,Horsethief Cabin,34.1613889,-112.2925,"PRESCOTT NATIONAL FOREST
344 S. CORTEZ STREET",Prescott,Arizona,86303,+18774446777,https://www.recreation.gov/camping/campgrounds/234077,0.0,0,100.00,100.00,True,False,False,,,0,,False,False,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/234077,False,False,
TheDyrt,99,Pecan Point Park Campground,31.9660861,-96.7415139,1175 FM 667,Purdon,Texas,76679,+12545781431,https://www.recreation.gov/camping/campgrounds/234094,1.0,1,18.00,30.00,True,True,False,,True,150,True,True,True,True,False,,True,True,https://www.recreation.gov/camping/campgrounds/234094,True,True,
TheDyrt,100,Fall Mountain Lookout Cabin,44.293705,-119.042728,,Prairie city,Oregon,97869,+15418203800,https://www.recreation.gov/camping/campgrounds/234125,0.0,0,40.00,40.00,True,False,False,,,0,,False,False,,False,,False,False,,,,
TheDyrt,101,Atlanta Cabin,43.8027778,-115.1283333,P.O BOX 129,Idaho city,Idaho,83631,,https://www.recreation.gov/camping/campgrounds/234134,5.0,2,100.00,100.00,True,True,True,,,0,True,False,False,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234134,False,False,
TheDyrt,102,Deer Flat Group Site (horseshoe Bend Campground),43.288477,-122.6274,18782 UMPQUA HWY,Glide,Oregon,97443,+15414963532,https://www.recreation.gov/camping/campgrounds/234148,4.5,2,125.00,125.00,False,False,False,,,35,,False,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/234148,True,True,
TheDyrt,106,Grayson Lake Damsite Shelters,38.2533333,-82.9852778,50 LAUNCH RAMP RD.,Grayson,Kentucky,41143,+16064745815,https://www.recreation.gov/camping/grayson-lake-damsite-shelters/r/campgroundDetails.do?contractCode=NRSO&parkId=75075,4.0,1,75.00,75.00,True,True,False,,,,,False,False,True,False,,False,False,,True,True,
TheDyrt,112,Wall Creek Cabin,45.0111306,-111.7071306,5 FOREST SERVICE RD.,Ennis,Montana,59729,+14066824253,https://www.recreation.gov/camping/campgrounds/234322,0.0,0,45.00,45.00,False,True,False,,,0,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234322,False,False,
TheDyrt,115,Zips Place Cabin,48.2622222,-113.415,"Hungry Horse Ranger Station, PO Box 190340",Hungry horse,Montana,59919,+14063873800,https://www.recreation.gov/camping/campgrounds/234338,0.0,0,70.00,70.00,True,False,False,,,20,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234338,False,False,
TheDyrt,116,Whitetail Cabin,45.6402778,-105.9761111,PO BOX 168 2378 HWY 212,Ashland,Montana,59003,+14067842344,https://www.recreation.gov/camping/campgrounds/234359,0.0,0,65.00,65.00,True,False,False,,,,,False,True,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/234359,False,False,
TheDyrt,117,Indian Creek Campground — Yellowstone National Park,44.8870232,-110.7360686,,,Wyoming,59911,+13073442107,https://www.nps.gov/yell/planyourvisit/indiancreekcg.htm,4.555555555555555,18,20.00,20.00,False,True,False,,,49,False,False,False,False,False,False,True,True,https://www.recreation.gov/camping/campgrounds/259304,True,True,
TheDyrt,121,Savenac West Cottage,47.385639,-115.395833,Savenac Historic Tree Nursery,Haugan,Montana,59842,+14068224233,https://www.recreation.gov/camping/campgrounds/234419,0.0,0,80.00,80.00,True,False,False,,,60,,False,True,,False,False,False,True,https://www.recreation.gov/camping/campgrounds/234419,False,False,
TheDyrt,124,Muddy Guard Cabin,44.1594444,-106.9125,"Powder River Ranger District, 1415 Fort Street",Buffalo,Wyoming,82834,+13076847806,https://www.recreation.gov/camping/campgrounds/234454,0.0,0,40.00,40.00,True,False,False,,True,0,,False,False,,False,,False,True,https://www.recreation.gov/camping/campgrounds/234454,,,
TheDyrt,126,Lake Winfield Scott Campground,34.7403333,-83.892,FOREST SERVICE ROAD 37,Suches,Georgia,30572,+17067473816,https://www.fs.usda.gov/recarea/conf/recarea/?recid=10528,4.444444444444445,9,26.00,125.00,True,True,False,,True,40,True,True,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/234469,True,True,
TheDyrt,130,Monture Guard Station Cabin,47.1277778,-113.1516667,,,Montana,,+14066772233,https://www.recreation.gov/camping/campgrounds/234506,0.0,0,75.00,75.00,True,True,False,,,0,,False,False,,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234506,False,False,
TheDyrt,132,Coulter Group Campground,34.3227778,-118.0177778,33708 Crown Valley Road,Acton,California,93510,+16612692808,https://www.fs.usda.gov/recarea/angeles/recreation/camping-cabins/recarea/?recid=77782&actid=33,0.0,0,100.00,100.00,False,True,False,,,40,True,False,False,,False,,True,True,https://www.recreation.gov/camping/campgrounds/234554,True,True,
TheDyrt,133,Mcclintic Point,37.9836111,-79.9669444,756 Twin Ridge Drive,Warm springs,Virginia,24484,+15402794144,https://www.recreation.gov/camping/campgrounds/234558,0.0,0,12.00,85.00,False,False,False,,,21,,False,True,,False,,True,True,https://www.recreation.gov/camping/campgrounds/234558,True,True,
TheDyrt,136,Morganton Point Campground,34.875,-84.25,475 LAKE DRIVE,Morganton,Georgia,30560,+17063741645,https://www.fs.usda.gov/recarea/conf/recarea/?recid=10529,4.421052631578948,19,30.00,50.00,True,True,True,,True,30,False,True,True,True,False,False,True,True,https://www.recreation.gov/camping/campgrounds/234590,True,True,
